split_id,row_index,gest_spectral_glove300_spatial_a,gest_spectral_glove300_spatial_b,label
development/dev_track_a,1,0.5131716116462217,0.5847170251945227,False
development/dev_track_a,2,0.6407693861768533,0.6272760700089739,True
development/dev_track_a,3,0.6742956825650178,0.6671367883261956,False
development/dev_track_a,4,0.9999997913837695,0.8475061584254822,False
development/dev_track_a,5,0.642760061806428,0.6746785827459983,False
development/dev_track_a,6,0.6043817872545972,0.6003939568644197,False
development/dev_track_a,7,0.7648710976579489,0.7894137266453022,False
development/dev_track_a,8,0.9999997615814493,0.7455357020454761,False
development/dev_track_a,9,0.49921810636304276,0.9999998509883965,True
development/dev_track_a,10,0.5472731100970728,0.8177446831617007,True
development/dev_track_a,11,0.6091937292583312,0.9999998807907247,True
development/dev_track_a,12,0.8141385538412864,0.7057311289630974,True
development/dev_track_a,13,0.7549011628418111,0.614148185950734,True
development/dev_track_a,14,0.4940207456927818,0.6213440935602096,True
development/dev_track_a,15,0.7318317017755864,0.6047290618959932,False
development/dev_track_a,16,0.5779009964584116,0.5335263291879734,True
development/dev_track_a,17,0.7344767390659416,0.7515446839875359,True
development/dev_track_a,18,0.5181230726654694,0.5725789834417669,False
development/dev_track_a,19,0.9999999701976772,0.9022512879593197,True
development/dev_track_a,20,0.4497286379337311,0.6011871516350784,True
development/dev_track_a,21,0.4962417637941569,0.46757406382869915,True
development/dev_track_a,22,0.8095570078888262,0.6388799572992389,True
development/dev_track_a,23,0.6499956667428414,0.6274109926925906,False
development/dev_track_a,24,0.7116427765318422,1.0,True
development/dev_track_a,25,0.6741358436901643,0.5754599228227195,True
development/dev_track_a,26,0.9999999403953552,1.0,True
development/dev_track_a,27,0.9999997913837695,0.9999999105930448,False
development/dev_track_a,28,0.6425079938012339,0.8799682140397663,True
development/dev_track_a,29,0.4644770643426746,0.537097330439409,True
development/dev_track_a,30,0.5508056714890719,0.6480026664730708,True
development/dev_track_a,31,0.43945047981137275,0.44892341507394135,False
development/dev_track_a,32,0.4660441756805043,0.3134583568349405,False
development/dev_track_a,33,1.0,0.6193525833470325,False
development/dev_track_a,34,0.5556549529145692,0.6797314274551179,True
development/dev_track_a,35,0.4333341976007318,0.39762724666270444,True
development/dev_track_a,36,0.4249628826997954,0.9999997913837606,True
development/dev_track_a,37,0.5713655267518131,0.6562731675776043,False
development/dev_track_a,38,0.9999997913837695,0.6840470809880399,False
development/dev_track_a,39,0.6663894852415462,0.4940207162468534,False
development/dev_track_a,40,0.7373358167805834,0.7953286414946745,True
development/dev_track_a,41,0.6803372096814436,1.0,True
development/dev_track_a,42,1.0000000298023237,1.0000000298023237,True
development/dev_track_a,43,0.6529128770660015,0.5997220099055192,True
development/dev_track_a,44,0.5950937753803998,0.5950937753803998,False
development/dev_track_a,45,0.6746785827459983,0.6746786430669688,False
development/dev_track_a,46,0.568103339189093,0.6343943694594889,False
development/dev_track_a,47,0.7883670582333734,0.5038948650485437,False
development/dev_track_a,48,0.7172569755826892,0.7278164136683289,False
development/dev_track_a,49,0.7351699787175681,0.6645906967412595,True
development/dev_track_a,50,0.6428110429273792,0.7072437580082611,True
development/dev_track_a,51,0.4210848557302472,0.40151543012169705,False
development/dev_track_a,52,0.6285858409723846,0.7719504509031235,True
development/dev_track_a,53,0.9999999701976772,0.4731743822731975,False
development/dev_track_a,54,0.7305710258569426,0.7539691475648249,False
development/dev_track_a,55,0.5929373391941382,0.6848613399432493,False
development/dev_track_a,56,0.9999999403953659,0.5070850840705533,False
development/dev_track_a,57,0.6851223282333686,0.9999997913837695,True
development/dev_track_a,58,0.8412562797956133,0.9999999105930395,True
development/dev_track_a,59,0.38439204832386487,0.5343209304927367,True
development/dev_track_a,60,0.6555726928838311,0.8019368527588071,False
development/dev_track_a,61,0.5999286830489017,0.4163000931560945,False
development/dev_track_a,62,0.9999999701976772,0.4858701092716973,False
development/dev_track_a,63,0.5538880760803132,0.9999999403953659,True
development/dev_track_a,64,0.4982470571994808,0.7116428189490558,True
development/dev_track_a,65,0.5714766042544491,0.7995304704272144,True
development/dev_track_a,66,0.9999999403953659,0.7618608758615404,False
development/dev_track_a,67,0.6060015432832786,0.7006845831054946,False
development/dev_track_a,68,0.5040489430369207,0.45236888811773807,False
development/dev_track_a,69,0.6373152189287083,0.7260391822398892,False
development/dev_track_a,70,0.3687818018691136,0.693707383429124,True
development/dev_track_a,71,0.7662187497355044,0.9999999701976772,False
development/dev_track_a,72,0.6263574957847629,0.5270490489289469,True
development/dev_track_a,73,0.5196883809845128,0.5147003667324475,False
development/dev_track_a,74,0.7765742210657292,0.8656337083309542,True
development/dev_track_a,75,0.4321376931462128,0.494237497964131,False
development/dev_track_a,76,0.9999999701976772,0.5641059799067998,True
development/dev_track_a,77,0.7226503606661582,0.7134316096556733,False
development/dev_track_a,78,0.4281803455137795,0.4876953974133256,False
development/dev_track_a,79,0.7240250439613967,0.7346172272011166,False
development/dev_track_a,80,0.794727158860735,0.7267508236466856,False
development/dev_track_a,81,0.9999999403953552,0.9999998509884054,True
development/dev_track_a,82,0.5810788003982873,0.5644735280620643,True
development/dev_track_a,83,0.5243639320893368,0.7520242629022285,True
development/dev_track_a,84,0.6757880835785767,1.0,True
development/dev_track_a,85,0.9999999701976825,0.6240431294415527,False
development/dev_track_a,86,0.6308571948323822,0.9999999701976772,False
development/dev_track_a,87,0.8914601867520762,0.6726051563675589,False
development/dev_track_a,88,0.7729573886159936,0.43581941190072504,True
development/dev_track_a,89,1.0000000298023237,1.0,False
development/dev_track_a,90,0.5708581890888664,0.6765676333565979,True
development/dev_track_a,91,0.8353561955265766,0.5861880501824513,False
development/dev_track_a,92,0.6416694139439229,1.0000000298023237,False
