split_id,row_index,gest_spectral_glove50_temporal_a,gest_spectral_glove50_temporal_b,label,gest_spectral_glove50_spatial_a,gest_spectral_glove50_spatial_b,gest_spectral_glove50_temporal_spatial_a,gest_spectral_glove50_temporal_spatial_b,gest_spectral_glove300_temporal_a,gest_spectral_glove300_temporal_b,gest_spectral_glove300_spatial_a,gest_spectral_glove300_spatial_b,gest_spectral_glove300_temporal_spatial_a,gest_spectral_glove300_temporal_spatial_b,gest_spectral_w2v_google_temporal_a,gest_spectral_w2v_google_temporal_b,gest_spectral_w2v_google_spatial_a,gest_spectral_w2v_google_spatial_b,gest_spectral_w2v_google_temporal_spatial_a,gest_spectral_w2v_google_temporal_spatial_b,gest_ngm_glove50_temporal_a,gest_ngm_glove50_temporal_b,gest_ngm_glove50_spatial_a,gest_ngm_glove50_spatial_b,gest_ngm_glove50_temporal_spatial_a,gest_ngm_glove50_temporal_spatial_b,gest_ngm_glove300_temporal_a,gest_ngm_glove300_temporal_b,gest_ngm_glove300_spatial_a,gest_ngm_glove300_spatial_b,gest_ngm_glove300_temporal_spatial_a,gest_ngm_glove300_temporal_spatial_b,gest_ngm_w2v_google_temporal_a,gest_ngm_w2v_google_temporal_b,gest_ngm_w2v_google_spatial_a,gest_ngm_w2v_google_spatial_b,gest_ngm_w2v_google_temporal_spatial_a,gest_ngm_w2v_google_temporal_spatial_b,sbert_cosine_a,sbert_cosine_b,bleurt_a,bleurt_b,bleu_a,bleu_b,rouge_l_a,rouge_l_b,llm_chosen_Llama_3_1_70B_Instruct_a,llm_chosen_Llama_3_1_70B_Instruct_b,llm_score_Llama_3_1_70B_Instruct_a,llm_score_Llama_3_1_70B_Instruct_b,llm_chosen_Llama_3_1_8B_Instruct_a,llm_chosen_Llama_3_1_8B_Instruct_b,llm_score_Llama_3_1_8B_Instruct_a,llm_score_Llama_3_1_8B_Instruct_b,llm_chosen_Llama_3_3_70B_Instruct_a,llm_chosen_Llama_3_3_70B_Instruct_b,llm_score_Llama_3_3_70B_Instruct_a,llm_score_Llama_3_3_70B_Instruct_b,llm_chosen_Mistral_Small_24B_Instruct_2501_a,llm_chosen_Mistral_Small_24B_Instruct_2501_b,llm_score_Mistral_Small_24B_Instruct_2501_a,llm_score_Mistral_Small_24B_Instruct_2501_b,llm_chosen_Qwen3_32B_a,llm_chosen_Qwen3_32B_b,llm_score_Qwen3_32B_a,llm_score_Qwen3_32B_b,llm_chosen_gpt_oss_120b_a,llm_chosen_gpt_oss_120b_b,llm_score_gpt_oss_120b_a,llm_score_gpt_oss_120b_b,llm_chosen_gpt_oss_20b_a,llm_chosen_gpt_oss_20b_b,llm_score_gpt_oss_20b_a,llm_score_gpt_oss_20b_b
development/dev_track_a,1,0.2062458546434684,0.2216972754172217,False,0.7389527870472924,0.8311668239633054,0.2062458546434684,0.2216972754172217,0.3225804664511629,0.2254785593384396,0.5131716116462217,0.5847170251945227,0.3225804664511629,0.2254785593384396,1.080128662251571,0.950860249119285,0.9999999105930396,0.999999821186087,1.080128662251571,0.950860249119285,0.1051799222713792,0.1020720578420244,0.3614165496137652,0.3154224277682644,0.1051799222713792,0.1020720578420244,0.0645383844170373,0.0576487323965679,0.1396614334611007,0.1918260756656386,0.0645383844170373,0.0576487323965679,0.2671935495398179,0.2947523190458538,0.7306689562509102,0.6317239439348298,0.2671935495398179,0.2947523190458538,0.1117447614669799,0.3031709790229797,0.2447534948587417,0.2072800695896148,0.01099884812279,0.0123436942277768,0.1686182669789227,0.148314606741573,0.0,1.0,0.0,0.15,0.0,1.0,0.1,0.7,0.0,1.0,0.0,0.1,0.0,1.0,0.1,0.3,0.0,1.0,0.05,0.15,0.0,1.0,0.3,0.7,0.0,1.0,0.15,0.35
development/dev_track_a,2,0.7162322207155359,0.7761131548329808,True,0.8030542370016293,0.9002050220844152,0.7162322207155359,0.7761131548329808,0.4285563008010629,0.4766814123193326,0.6407693861768533,0.6272760700089739,0.4285563008010629,0.4766814123193326,1.1092241568389094,0.4885525719435444,0.9999998807907248,0.9999998509884054,1.1092241568389094,0.4885525719435444,0.1641707012945907,0.1653125026317413,0.3966096207047344,0.2452722282431376,0.1641707012945907,0.1653125026317413,0.0734388530674477,0.0806935225810808,0.2009272675285271,0.1791891926371897,0.0734388530674477,0.0806935225810808,0.3872744003857834,0.105375412007722,0.6389650103926011,0.2708429414121023,0.3872744003857834,0.105375412007722,0.2819564938545227,0.5671039819717407,0.3023281097412109,0.3721178770065307,0.0174146966123938,0.0256358620707071,0.1746724890829694,0.160427807486631,1.0,0.0,0.7,0.2,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.2,0.0,1.0,0.2,0.45,1.0,0.0,0.55,0.3,1.0,0.0,0.75,0.3,1.0,0.0,0.55,0.25
development/dev_track_a,3,0.4108994618963322,0.869370842753595,False,0.8901745146408983,0.8583662082712402,0.4108994618963322,0.869370842753595,0.250469095919769,0.510281095629487,0.6742956825650178,0.6671367883261956,0.250469095919769,0.510281095629487,0.5562109257549032,0.2623232270074705,0.9999998807907248,0.9999999701976772,0.5562109257549032,0.2623232270074705,0.111546387925843,0.1401357296485535,0.3373147715888007,0.3574175748754344,0.111546387925843,0.1401357296485535,0.06493088706389,0.0942849583591089,0.1551828223672731,0.1847181440619048,0.06493088706389,0.0942849583591089,0.1909155197876227,0.1546120540973168,0.2808548410636016,0.4213976634567619,0.1909155197876227,0.1546120540973168,0.3013383150100708,0.4535819888114929,0.3307580947875976,0.2042819857597351,0.0091624165168958,0.0336760890984298,0.1023255813953488,0.1878787878787879,0.0,1.0,0.1,0.6,0.0,1.0,0.2,0.8,0.0,1.0,0.1,0.4,0.0,1.0,0.1,0.45,0.0,1.0,0.1,0.3,0.0,1.0,0.3,0.7,0.0,1.0,0.2,0.6
development/dev_track_a,4,0.8131345947961272,1.0313124004259997,False,0.9999998807907248,0.9530159887056364,0.8131345947961272,1.0313124004259997,0.5092535339074932,0.6894900452574826,0.9999997913837696,0.8475061584254822,0.5092535339074932,0.6894900452574826,0.8997209889561201,0.7999693124220078,0.9999999105930396,0.9999999105930396,0.8997209889561201,0.7999693124220078,0.1000916392088155,0.1278985551141875,0.2374216317570679,0.4249326032141111,0.1000916392088155,0.1278985551141875,0.0485333223948714,0.0613283299218828,0.1592130337287081,0.1706537599600166,0.0485333223948714,0.0613283299218828,0.1675819842234306,0.0676926337948457,0.4277030733459457,0.2142557813513677,0.1675819842234306,0.0676926337948457,0.2823624908924103,0.4455440640449524,0.3818058967590332,0.4092569351196289,0.0261039830511721,0.0266084287260578,0.1170731707317073,0.1559633027522935,1.0,0.0,0.7,0.1,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.1,0.0,1.0,0.2,0.4,0.0,1.0,0.1,0.2,0.0,1.0,0.3,0.55,0.0,1.0,0.1,0.25
development/dev_track_a,5,0.8035577886131922,0.86189227201079,False,0.8930723794612432,0.8176068284980264,0.8035577886131922,0.86189227201079,0.4611602366008367,0.4571116416127222,0.642760061806428,0.6746785827459983,0.4611602366008367,0.4571116416127222,0.6229122819191729,0.3146290612334445,0.9999999105930396,0.9999998807907248,0.6229122819191729,0.3146290612334445,0.1405850325262326,0.1155194695384977,0.29746066859451,0.3144847908212714,0.1405850325262326,0.1155194695384977,0.0568919873687815,0.0407829671811993,0.1767661794302899,0.1633171813859765,0.0568919873687815,0.0407829671811993,0.1082532579346338,0.0707347293628841,0.3893004295379375,0.2314656857187045,0.1082532579346338,0.0707347293628841,0.4620364904403686,0.320752203464508,0.3759533166885376,0.3466359972953796,0.0372706757816549,0.017578403613141,0.15,0.119205298013245,1.0,0.0,0.55,0.2,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.2,0.0,1.0,0.2,0.65,0.0,1.0,0.4,0.8,1.0,0.0,0.7,0.48,1.0,0.0,0.65,0.35
development/dev_track_a,6,0.4744891569571065,0.6872869339124202,False,0.7603811311267458,0.8516066251270026,0.4744891569571065,0.6872869339124202,0.2697508943236854,0.4413526438641321,0.6043817872545972,0.6003939568644197,0.2697508943236854,0.4413526438641321,0.5606214189018693,0.6251871268914967,0.9999998807907192,0.9999999105930396,0.5606214189018693,0.6251871268914967,0.0827457254305834,0.2080883666032194,0.2432846994754592,0.4969962905272982,0.0827457254305834,0.2080883666032194,0.0312619295109755,0.0608229219365526,0.1070062003706957,0.2614035151529181,0.0312619295109755,0.0608229219365526,0.1575190663400779,0.0345417978310738,0.3156163844344228,0.0910185958937809,0.1575190663400779,0.0345417978310738,0.3637276589870453,0.2158225327730178,0.3487691879272461,0.256935566663742,0.0205746753099085,0.0273437473579764,0.1797752808988764,0.1676646706586826,1.0,0.0,0.4,0.1,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.1,0.0,1.0,0.1,0.3,1.0,0.0,0.4,0.15,1.0,0.0,0.55,0.3,0.0,1.0,0.15,0.35
development/dev_track_a,7,0.8253615221876256,0.900765105853153,False,0.8531779821898958,0.9026661631266876,0.8253615221876256,0.900765105853153,0.6400983052233531,0.5087233935463745,0.7648710976579489,0.7894137266453022,0.6400983052233531,0.5087233935463745,0.6259859839704233,1.294030665994276,0.9999999105930396,0.9999999105930396,0.6259859839704233,1.294030665994276,0.1791529752339217,0.1216096026271551,0.4949595208441697,0.3616291963317257,0.1791529752339217,0.1216096026271551,0.1203239022183287,0.1262763392510911,0.3632858724598606,0.2271096950536278,0.1203239022183287,0.1262763392510911,0.1041110209703214,0.4175210370340562,0.3522017614693452,0.9249061390924228,0.1041110209703214,0.4175210370340562,0.3454296588897705,0.4399581253528595,0.2286355793476104,0.3317602574825287,0.0314648784075154,0.0193960848130691,0.1527777777777778,0.1795918367346939,0.0,1.0,0.3,0.7,0.0,1.0,0.2,0.8,0.0,1.0,0.4,0.6,0.0,1.0,0.2,0.65,1.0,0.0,0.55,0.25,0.0,1.0,0.3,0.75,0.0,1.0,0.35,0.7
development/dev_track_a,8,0.991202032714056,0.4552534147431558,False,0.9999998807907248,0.8655625145956857,0.991202032714056,0.4552534147431558,0.5984696517672979,0.2559348861526106,0.9999997615814492,0.7455357020454761,0.5984696517672979,0.2559348861526106,1.0619906370347476,0.5598232358495743,0.9999998807907248,0.9999998807907248,1.0619906370347476,0.5598232358495743,0.171363736418655,0.1305464191538274,0.4062176659935818,0.3518661135405788,0.171363736418655,0.1305464191538274,0.0877114676362296,0.0646742102962984,0.2459275330532479,0.2047908651691531,0.0877114676362296,0.0646742102962984,0.1759994228092787,0.2109029509335407,0.4571592042123034,0.4738269472227178,0.1759994228092787,0.2109029509335407,0.2149415016174316,0.2798434793949127,0.3177838027477264,0.2817541360855102,0.0267958456872905,0.0201200989595031,0.1781609195402298,0.1636363636363636,0.0,1.0,0.1,0.6,1.0,0.0,0.4,0.05,0.0,1.0,0.1,0.4,0.0,1.0,0.1,0.4,0.0,1.0,0.25,0.4,0.0,1.0,0.3,0.75,0.0,1.0,0.25,0.6
development/dev_track_a,9,0.6937015989476677,0.8229144782322144,True,0.850552448597406,1.0,0.6937015989476677,0.8229144782322144,0.4589688765125682,0.6399265996714023,0.4992181063630427,0.9999998509883964,0.4589688765125682,0.6399265996714023,0.2661064390343688,0.5653298965459798,0.999999821186087,0.9999999701976824,0.2661064390343688,0.5653298965459798,0.0820056720758206,0.1230493200655219,0.210034250592696,0.3357830309584283,0.0820056720758206,0.1230493200655219,0.0359466663253867,0.0758517321619494,0.1257229451648422,0.1859100317684045,0.0359466663253867,0.0758517321619494,0.0349767796915235,0.0362359062554038,0.1239921928918474,0.0239084443746227,0.0349767796915235,0.0362359062554038,0.4450389742851257,0.226674348115921,0.3021086156368255,0.2616373002529144,0.017413852624548,0.013029662430303,0.1328413284132841,0.1352313167259786,1.0,0.0,0.45,0.05,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.1,0.0,1.0,0.2,0.5,1.0,0.0,0.45,0.2,0.0,1.0,0.35,0.7,1.0,0.0,0.35,0.2
development/dev_track_a,10,0.6701932250905707,0.7846567993831245,True,0.7911519061145894,0.9283078398337556,0.6701932250905707,0.7846567993831245,0.3823886709332338,0.6486165407737111,0.5472731100970728,0.8177446831617007,0.3823886709332338,0.6486165407737111,0.7161035483310512,0.6013528022611756,0.9999998807907248,0.999999821186087,0.7161035483310512,0.6013528022611756,0.1251516640377172,0.1492395927277617,0.2909699610417087,0.3966197946034506,0.1251516640377172,0.1492395927277617,0.0675677168323318,0.0620225169045383,0.1910273388253445,0.1820898306937369,0.0675677168323318,0.0620225169045383,0.210579747494312,0.1375961218647164,0.3862828274864527,0.2759518316616145,0.210579747494312,0.1375961218647164,0.3795038163661957,0.2392520308494568,0.3225331008434295,0.3472588658332824,0.0211164765049584,0.0214264196204985,0.1340782122905028,0.1512027491408935,1.0,0.0,0.55,0.1,1.0,0.0,0.85,0.1,1.0,0.0,0.4,0.1,0.0,1.0,0.2,0.5,1.0,0.0,0.5,0.1,1.0,0.0,0.7,0.2,1.0,0.0,0.6,0.25
