split_id,row_index,gest_spectral_glove300_temporal_a,gest_spectral_glove300_temporal_b,label
development/dev_track_a,1,0.3225804664511629,0.22547855933843966,False
development/dev_track_a,2,0.42855630080106294,0.4766814123193326,True
development/dev_track_a,3,0.25046909591976907,0.510281095629487,False
development/dev_track_a,4,0.5092535339074932,0.6894900452574826,False
development/dev_track_a,5,0.46116023660083677,0.4571116416127222,False
development/dev_track_a,6,0.26975089432368543,0.4413526438641321,False
development/dev_track_a,7,0.6400983052233531,0.5087233935463745,False
development/dev_track_a,8,0.5984696517672979,0.2559348861526106,False
development/dev_track_a,9,0.4589688765125682,0.6399265996714023,True
development/dev_track_a,10,0.38238867093323387,0.6486165407737111,True
development/dev_track_a,11,0.662268546189468,0.8387639913527725,True
development/dev_track_a,12,0.519492022485698,0.2367660887210474,True
development/dev_track_a,13,0.3430340677115535,0.502824103906397,True
development/dev_track_a,14,0.27738379786897127,0.4807889102969418,True
development/dev_track_a,15,0.24726331197270573,0.5089341751025153,False
development/dev_track_a,16,0.5573877371368229,0.48282625475527047,True
development/dev_track_a,17,0.4616992428689815,0.35344657428916954,True
development/dev_track_a,18,0.36935775191375825,0.40500027302498376,False
development/dev_track_a,19,0.7384302206035971,0.7816992557131696,True
development/dev_track_a,20,0.21441717520476722,0.27427307530694306,True
development/dev_track_a,21,0.3547106791725235,0.24308550723757752,True
development/dev_track_a,22,0.5135525046020126,0.40683601694324134,True
development/dev_track_a,23,0.22536932924428735,0.5639176205215195,False
development/dev_track_a,24,0.4532146209052544,0.3601177618463331,True
development/dev_track_a,25,0.40270496337946915,0.35698044782961924,True
development/dev_track_a,26,0.5299239320132445,0.2092363066624129,True
development/dev_track_a,27,0.3479861425692416,0.4157961905415146,False
development/dev_track_a,28,0.35440419490985625,0.368589355197708,True
development/dev_track_a,29,0.2601811307620575,0.36573826736037085,True
development/dev_track_a,30,0.136326788904628,0.22771488518628064,True
development/dev_track_a,31,0.27765814592821353,0.2928568556014736,False
development/dev_track_a,32,0.2497131427418292,0.1299917205993585,False
development/dev_track_a,33,0.48153324079373583,0.36836723880169475,False
development/dev_track_a,34,0.47582938012699305,0.44342919038221734,True
development/dev_track_a,35,0.27560594920910836,0.15589955562789165,True
development/dev_track_a,36,0.01552670002204914,0.26903277076644416,True
development/dev_track_a,37,0.6698752143883849,0.6334403617820049,False
development/dev_track_a,38,0.676455953860971,0.717130516773524,False
development/dev_track_a,39,0.44032484422185153,0.3955272669467949,False
development/dev_track_a,40,0.4564031865592128,0.7090128972660787,True
development/dev_track_a,41,0.25284940243187803,0.22818054116383982,True
development/dev_track_a,42,0.39343698851189796,0.46924752744141923,True
development/dev_track_a,43,0.3212725994630837,0.448563700794726,True
development/dev_track_a,44,0.44030246547083807,0.4674994619830431,False
development/dev_track_a,45,0.3672655818479625,0.40238045199019573,False
development/dev_track_a,46,0.4054918595093867,0.25546217076416744,False
development/dev_track_a,47,0.26813421404631604,0.32674684241927526,False
development/dev_track_a,48,0.5113526804297369,0.4248920224247465,False
development/dev_track_a,49,0.5627855400332974,0.4306761306320886,True
development/dev_track_a,50,0.2612922598112581,0.39063341339631585,True
development/dev_track_a,51,0.11346629539242267,0.10710509797976417,False
development/dev_track_a,52,0.5012541039757238,0.34502788642691135,True
development/dev_track_a,53,0.6819767154893217,0.5483323225421672,False
development/dev_track_a,54,0.3562894003710547,0.40389824709927596,False
development/dev_track_a,55,0.5237670551252114,0.4652572972258748,False
development/dev_track_a,56,0.526765000371827,0.38446165058198156,False
development/dev_track_a,57,0.5861851395794823,0.7000812817633133,True
development/dev_track_a,58,0.5352283556547137,0.5410995113881831,True
development/dev_track_a,59,0.2951659438777442,0.2941522205127745,True
development/dev_track_a,60,0.13979025891766048,0.11800075954835883,False
development/dev_track_a,61,0.367714053675053,0.24336761856021155,False
development/dev_track_a,62,0.5037247240498492,0.2932173998731998,False
development/dev_track_a,63,0.4087375373976604,0.21722094109216977,True
development/dev_track_a,64,0.193274905892916,0.1778044216593644,True
development/dev_track_a,65,0.20655292736349834,0.4650726045480646,True
development/dev_track_a,66,0.8048274079427821,0.18632181462265493,False
development/dev_track_a,67,0.5503859098973708,0.20805628248449987,False
