split_id,row_index,gest_ngm_glove300_spatial_a,gest_ngm_glove300_spatial_b,label
development/dev_track_a,1,0.1396614334611007,0.19182607566563864,False
development/dev_track_a,2,0.20092726752852713,0.17918919263718974,True
development/dev_track_a,3,0.1551828223672731,0.1847181440619048,False
development/dev_track_a,4,0.15921303372870813,0.1706537599600166,False
development/dev_track_a,5,0.17676617943028994,0.16331718138597653,False
development/dev_track_a,6,0.10700620037069579,0.2614035151529181,False
development/dev_track_a,7,0.3632858724598606,0.22710969505362785,False
development/dev_track_a,8,0.24592753305324797,0.20479086516915315,False
development/dev_track_a,9,0.12572294516484228,0.18591003176840457,True
development/dev_track_a,10,0.1910273388253445,0.18208983069373696,True
development/dev_track_a,11,0.27126413350570927,0.1496808620917165,True
development/dev_track_a,12,0.1409328828301819,0.1950487984856291,True
development/dev_track_a,13,0.209199791133022,0.24861647007563742,True
development/dev_track_a,14,0.14146177110217784,0.11908887059665517,True
development/dev_track_a,15,0.11536943840352969,0.18209425658197953,False
development/dev_track_a,16,0.1955760634342428,0.13935730384923642,True
development/dev_track_a,17,0.3251746236539522,0.16894140462174967,True
development/dev_track_a,18,0.19169479402677309,0.14843059104785786,False
development/dev_track_a,19,0.2550909437251779,0.22255652698923514,True
development/dev_track_a,20,0.1426650178810849,0.15481019255524164,True
development/dev_track_a,21,0.2983814463661557,0.22719532212724602,True
development/dev_track_a,22,0.18844481445931188,0.2687172455031238,True
development/dev_track_a,23,0.16090146901541533,0.16464954561164755,False
development/dev_track_a,24,0.20451539477147562,0.2018764004601134,True
development/dev_track_a,25,0.2907427008054522,0.16316634093589602,True
development/dev_track_a,26,0.19165523087011876,0.10224724310702242,True
development/dev_track_a,27,0.2216498067923399,0.15003151069806347,False
development/dev_track_a,28,0.14207475855151563,0.15279977776737,True
development/dev_track_a,29,0.16368275311960934,0.17919264981449565,True
development/dev_track_a,30,0.032884083947670256,0.14702346334092564,True
development/dev_track_a,31,0.12200724690238222,0.12416556358302436,False
development/dev_track_a,32,0.07563152128003292,0.06969007355726194,False
development/dev_track_a,33,0.1750462800127106,0.17182891968737263,False
development/dev_track_a,34,0.15878900270144947,0.15633732149476223,True
development/dev_track_a,35,0.20844420497480176,0.1357035985982201,True
development/dev_track_a,36,0.11574288463040468,0.17030691601361456,True
development/dev_track_a,37,0.1989029923035575,0.2980828470977682,False
development/dev_track_a,38,0.24439171131728524,0.28720031549490094,False
development/dev_track_a,39,0.13347705983474198,0.1226783759473517,False
development/dev_track_a,40,0.311857631669641,0.2630281856884279,True
development/dev_track_a,41,0.24197200892967488,0.1708819597804141,True
development/dev_track_a,42,0.17130054793106983,0.14547821576322092,True
development/dev_track_a,43,0.1609355066955292,0.24820711470759266,True
development/dev_track_a,44,0.17738229426182328,0.2420548524392959,False
development/dev_track_a,45,0.07695272029632332,0.15592524210957975,False
development/dev_track_a,46,0.17178422191836132,0.13624711476842344,False
development/dev_track_a,47,0.11037542480633228,0.14495660914162167,False
development/dev_track_a,48,0.15995128808832004,0.18560249873550347,False
development/dev_track_a,49,0.21797589132561881,0.1495019906632988,True
development/dev_track_a,50,0.123839259213951,0.21825146532577322,True
development/dev_track_a,51,0.046755446142492794,0.037714291757025474,False
development/dev_track_a,52,0.18912544596289219,0.24949920838641085,True
development/dev_track_a,53,0.33151105549762744,0.23281452706579595,False
development/dev_track_a,54,0.24957512953040056,0.17063019328931148,False
development/dev_track_a,55,0.23356071654319993,0.23179775203631062,False
development/dev_track_a,56,0.3302712522391027,0.14474227993607391,False
development/dev_track_a,57,0.23556750746514354,0.24913678792289448,True
development/dev_track_a,58,0.28635989321173505,0.36203907831257587,True
development/dev_track_a,59,0.08688382726637543,0.19552913955013415,True
development/dev_track_a,60,0.22818348511444908,0.17465066975346666,False
development/dev_track_a,61,0.19741812319474758,0.10710588577843778,False
development/dev_track_a,62,0.14386957177753168,0.13026828548360037,False
development/dev_track_a,63,0.1824347542207588,0.19620959692467713,True
development/dev_track_a,64,0.06819153255873094,0.1447813010066633,True
development/dev_track_a,65,0.10030453445165494,0.16155692472934502,True
development/dev_track_a,66,0.2134340768414059,0.12693034798769093,False
development/dev_track_a,67,0.11988533532911497,0.10599142947642878,False
development/dev_track_a,68,0.1500089806876519,0.12198822592981969,False
development/dev_track_a,69,0.23326551237903323,0.1434105462850161,False
development/dev_track_a,70,0.047837663072497,0.1328721865606678,True
development/dev_track_a,71,0.22077678325160896,0.2640391115666981,False
development/dev_track_a,72,0.1765189162055189,0.12764397525692622,True
development/dev_track_a,73,0.17077733641340773,0.190774855963966,False
development/dev_track_a,74,0.13033188815381005,0.1431111191215752,True
development/dev_track_a,75,0.08354921023025694,0.11591340619365449,False
development/dev_track_a,76,0.13674154608013472,0.12679508748305737,True
development/dev_track_a,77,0.1338159380869045,0.20952671053651237,False
development/dev_track_a,78,0.10286259752007265,0.056309434316174106,False
development/dev_track_a,79,0.17871295510117163,0.32327401677785134,False
development/dev_track_a,80,0.06317513005557926,0.08622407855520384,False
development/dev_track_a,81,0.08896998108950556,0.21210229539241252,True
development/dev_track_a,82,0.06674703141453721,0.05837875924376734,True
development/dev_track_a,83,0.1507247109535122,0.28032696961552156,True
development/dev_track_a,84,0.2137794494922073,0.22505546614001154,True
development/dev_track_a,85,0.3001859046089982,0.2665528454901344,False
development/dev_track_a,86,0.18055070106410234,0.17055537631325557,False
development/dev_track_a,87,0.28908982359436886,0.13534328926704234,False
development/dev_track_a,88,0.11509247716137902,0.15539845489935414,True
development/dev_track_a,89,0.2333955257084873,0.16804601926149412,False
development/dev_track_a,90,0.08935188590730822,0.15882156205205317,True
development/dev_track_a,91,0.32655696913549687,0.2063510601692286,False
development/dev_track_a,92,0.26155733904463246,0.19031796728931852,False
development/dev_track_a,93,0.20288171367493515,0.22185500615840567,False
development/dev_track_a,94,0.2052197619496678,0.12596550724111608,False
development/dev_track_a,95,0.2968151453345429,0.2684899055989063,True
development/dev_track_a,96,0.26954121735934583,0.04905632747362606,False
development/dev_track_a,97,0.20754171640137578,0.23043013467216117,True
development/dev_track_a,98,0.15925658611954863,0.13646139043713318,False
development/dev_track_a,99,0.24143719685728574,0.15562681992352811,True
development/dev_track_a,100,0.13568915508142843,0.3160084973698631,True
development/dev_track_a,101,0.06204393420931998,0.22435070130515172,True
development/dev_track_a,102,0.2750585574027148,0.3718236809207622,False
development/dev_track_a,103,0.07117093270039022,0.1343129148216665,False
development/dev_track_a,104,0.13778246216197831,0.08360447258468735,True
development/dev_track_a,105,0.117809979669101,0.17326869791767735,False
development/dev_track_a,106,0.14702717117509922,0.22194218227119206,False
development/dev_track_a,107,0.17861425364930186,0.10922380381633509,True
development/dev_track_a,108,0.07232805154742221,0.2484186401454723,False
development/dev_track_a,109,0.05573706644064165,0.10031850596662702,False
development/dev_track_a,110,0.13904870115625068,0.1287213915081167,True
development/dev_track_a,111,0.19089890358743866,0.12282257623487344,False
development/dev_track_a,112,0.24983015229453948,0.23808219911251152,False
development/dev_track_a,113,0.1433588969869278,0.23299701024546707,False
development/dev_track_a,114,0.08102021817096493,0.14343752968779566,True
development/dev_track_a,115,0.20086936879414846,0.2827373208293993,True
development/dev_track_a,116,0.18371196961361633,0.29844705640004215,False
development/dev_track_a,117,0.35896086826587015,0.16002621148616838,True
development/dev_track_a,118,0.20573674994455088,0.2378564451085371,False
development/dev_track_a,119,0.1697897878604101,0.18187351087739587,True
development/dev_track_a,120,0.15031345966107942,0.23437580522767087,True
development/dev_track_a,121,0.17852074082459551,0.1908719956443419,False
development/dev_track_a,122,0.20773340911743793,0.23568172925321354,True
development/dev_track_a,123,0.17928478305805604,0.0532300278739317,True
development/dev_track_a,124,0.2076222953146348,0.1548820751223425,True
development/dev_track_a,125,0.09841935998949515,0.18279324935460073,False
development/dev_track_a,126,0.1433441779297796,0.1315786359888945,False
development/dev_track_a,127,0.21687979318907427,0.3016773164120269,False
development/dev_track_a,128,0.2194892526598317,0.18420985929541006,True
development/dev_track_a,129,0.15456646056242462,0.1315543764896716,False
development/dev_track_a,130,0.2847869938891522,0.14053092473484186,False
development/dev_track_a,131,0.15213053510313246,0.15714320919644537,True
development/dev_track_a,132,0.06425722177442732,0.2171067027448479,True
development/dev_track_a,133,0.27720471917231737,0.18333525124255753,True
development/dev_track_a,134,0.16496927098841793,0.07292572726628833,False
development/dev_track_a,135,0.17749258446412822,0.13718187161957243,True
development/dev_track_a,136,0.1640542452240381,0.21393777986511117,False
development/dev_track_a,137,0.15272792899298726,0.24085047925837397,False
development/dev_track_a,138,0.1221013646775575,0.11156676448000342,True
development/dev_track_a,139,0.0860816016631865,0.035686516057120934,True
development/dev_track_a,140,0.18146851099326583,0.18965088566483237,False
development/dev_track_a,141,0.1842181192356978,0.19277252539804676,False
development/dev_track_a,142,0.17256554992232534,0.2827015365251637,False
development/dev_track_a,143,0.14812979332009793,0.19980825334135874,False
development/dev_track_a,144,0.21800738013092907,0.1393809997690917,True
development/dev_track_a,145,0.27830855616436584,0.23725860607515167,True
development/dev_track_a,146,0.1700921119306684,0.16996594233292267,False
development/dev_track_a,147,0.11951388423993725,0.16842011525131698,True
development/dev_track_a,148,0.030718313404470406,0.05101741571970567,False
development/dev_track_a,149,0.12851732979034006,0.20247097243378986,False
development/dev_track_a,150,0.16327515330121387,0.19259853691442744,True
development/dev_track_a,151,0.24181179315107615,0.13770074690906306,True
development/dev_track_a,152,0.14905020997106458,0.0604394871316017,True
development/dev_track_a,153,0.17347157355056017,0.07111689847276906,True
development/dev_track_a,154,0.23653332026009835,0.25447441621469363,True
development/dev_track_a,155,0.1371603573924209,0.09981911790978418,False
development/dev_track_a,156,0.1262790353104419,0.19585007980841393,True
development/dev_track_a,157,0.13742518078610816,0.27901916466849747,True
development/dev_track_a,158,0.13028679311759495,0.25489139989578685,False
development/dev_track_a,159,0.07820908870970246,0.08218194417799482,False
development/dev_track_a,160,0.18847840128150684,0.18797165964265616,True
development/dev_track_a,161,0.24666676537214535,0.18591022657036457,True
development/dev_track_a,162,0.21711490023314764,0.21376827268527626,False
development/dev_track_a,163,0.19287247666552923,0.19996874857389269,True
development/dev_track_a,164,0.1433760172677054,0.1359480110848913,True
development/dev_track_a,165,0.13571997136447594,0.15062628856415092,False
development/dev_track_a,166,0.10093520513109222,0.10822709470548127,False
development/dev_track_a,167,0.24063103244230133,0.21317124206231605,False
development/dev_track_a,168,0.24642821196817916,0.18180605920475656,True
development/dev_track_a,169,0.21878074437019093,0.20642060295969816,False
development/dev_track_a,170,0.11147528107591158,0.1338479904682823,True
development/dev_track_a,171,0.24301107092578492,0.3743094206697166,True
development/dev_track_a,172,0.2189178643701358,0.3991629582278329,False
development/dev_track_a,173,0.2089362269416208,0.19133230754847416,True
development/dev_track_a,174,0.15414434498084306,0.24183094133597252,False
development/dev_track_a,175,0.20370633376572098,0.36956136501588294,True
development/dev_track_a,176,0.12414003735547145,0.12177252981881816,True
development/dev_track_a,177,0.15019803813116134,0.20643958666106682,True
development/dev_track_a,178,0.09287998592512774,0.09819673787713246,True
development/dev_track_a,179,0.13936209939097305,0.16794888620796328,False
development/dev_track_a,180,0.06669583042490759,0.11990213713954101,False
development/dev_track_a,181,0.19345067481819334,0.21992784270381888,True
development/dev_track_a,182,0.11296644586033287,0.21607550182653099,True
development/dev_track_a,183,0.18665901855179284,0.21690000926157754,False
development/dev_track_a,184,0.1982406399679312,0.18043052024652692,False
development/dev_track_a,185,0.04611646833528328,0.13886056362394025,False
development/dev_track_a,186,0.17130468686018757,0.1687730485680389,False
development/dev_track_a,187,0.305366683824296,0.25851336287626653,True
development/dev_track_a,188,0.21687196184968632,0.10549259450591085,True
development/dev_track_a,189,0.0906087402288115,0.22927135639724336,False
development/dev_track_a,190,0.26031114581675635,0.21503018803304627,True
development/dev_track_a,191,0.20715546539425664,0.2685032032581717,True
development/dev_track_a,192,0.21430533376209104,0.1989210750165727,True
development/dev_track_a,193,0.14697670426483994,0.10750042918624937,True
development/dev_track_a,194,0.10727387666756195,0.0927100324652084,False
development/dev_track_a,195,0.24107264343598475,0.09572735043478721,True
development/dev_track_a,196,0.025902251733559294,0.10970102531887456,False
