split_id,row_index,gest_ngm_w2v_google_temporal_a,gest_ngm_w2v_google_temporal_b,label
development/dev_track_a,1,0.26719354953981794,0.2947523190458538,False
development/dev_track_a,2,0.3872744003857834,0.10537541200772209,True
development/dev_track_a,3,0.19091551978762272,0.15461205409731685,False
development/dev_track_a,4,0.16758198422343065,0.06769263379484577,False
development/dev_track_a,5,0.10825325793463389,0.07073472936288418,False
development/dev_track_a,6,0.15751906634007798,0.03454179783107385,False
development/dev_track_a,7,0.10411102097032145,0.41752103703405624,False
development/dev_track_a,8,0.17599942280927874,0.21090295093354075,False
development/dev_track_a,9,0.034976779691523595,0.03623590625540381,True
development/dev_track_a,10,0.21057974749431205,0.13759612186471645,True
development/dev_track_a,11,0.25383383060150444,0.15209214929007808,True
development/dev_track_a,12,0.11551333346547799,0.10483623181590218,True
development/dev_track_a,13,0.24909542369320023,0.12369065494867848,True
development/dev_track_a,14,0.1945411553333248,0.13168466743103452,True
development/dev_track_a,15,0.32301320014353596,0.5616682264581264,False
development/dev_track_a,16,0.25070951261890295,0.10910782118974727,True
development/dev_track_a,17,0.06570361096562909,0.09071120957234156,True
development/dev_track_a,18,0.18296660884487523,0.13006876530851064,False
development/dev_track_a,19,0.18741534628765966,0.10976976707189247,True
development/dev_track_a,20,0.26240955029312596,0.20134249592559442,True
development/dev_track_a,21,0.15742039978806177,0.3619370137851931,True
development/dev_track_a,22,0.16053393594027854,0.019307126213133352,True
development/dev_track_a,23,0.203823128896308,0.061841590207669106,False
development/dev_track_a,24,0.3237160127990253,0.18714005523950053,True
development/dev_track_a,25,0.31048149801723757,0.2804454709386178,True
development/dev_track_a,26,0.2942156606359559,0.13178223886254847,True
development/dev_track_a,27,0.12391395214012617,0.09168680740115856,False
development/dev_track_a,28,0.3089397520241543,0.21224041580025105,True
development/dev_track_a,29,0.16991501110205154,0.141157776856165,True
development/dev_track_a,30,0.3924050726993915,0.47168964042470657,True
development/dev_track_a,31,0.5385570225895003,0.2751763932491804,False
development/dev_track_a,32,0.22181850076313953,0.4464011708069843,False
development/dev_track_a,33,0.0860551160445839,0.06377400463222001,False
development/dev_track_a,34,0.2336995079706662,0.21952173598544011,True
development/dev_track_a,35,0.05777710730658266,0.051547565157890426,True
development/dev_track_a,36,0.11782717173168301,0.16328904391057308,True
development/dev_track_a,37,0.06602791862429888,0.1585676102485083,False
development/dev_track_a,38,0.05283422146055644,0.11858494790113958,False
development/dev_track_a,39,0.1404643415092621,0.3150081863316737,False
development/dev_track_a,40,0.4009383913307511,0.03620393666827846,True
development/dev_track_a,41,0.22471567999848333,0.119850340303786,True
development/dev_track_a,42,0.08737506789122955,0.08071498209449486,True
development/dev_track_a,43,0.13774585824569457,0.12421838362958061,True
development/dev_track_a,44,0.058924832050588995,0.1141075026583695,False
development/dev_track_a,45,0.21087421550265156,0.4391702058755274,False
development/dev_track_a,46,0.024210293050912223,0.10429866675412419,False
development/dev_track_a,47,0.14891837047936904,0.1457201572617599,False
development/dev_track_a,48,0.36579421112909655,0.15404511122733003,False
development/dev_track_a,49,0.24150196895823484,0.12032887815398474,True
development/dev_track_a,50,0.09739519296039742,0.14444676522537886,True
development/dev_track_a,51,0.09935326067243962,0.11506411107473648,False
development/dev_track_a,52,0.10040798754145248,0.0029893105163049096,True
development/dev_track_a,53,0.04291688243595941,0.10758401269693013,False
development/dev_track_a,54,0.033496150494467636,0.15855662581249882,False
development/dev_track_a,55,0.2420236959757557,0.12825530678482014,False
development/dev_track_a,56,0.05802809362541293,0.04730359782263325,False
development/dev_track_a,57,0.16007423942271432,0.10374217564870897,True
development/dev_track_a,58,0.11976619327555207,0.04619726877354725,True
development/dev_track_a,59,0.0670768188951727,0.07856992599253403,True
development/dev_track_a,60,0.5272986139466735,0.3236489228684135,False
development/dev_track_a,61,0.41771087862227946,0.14799618300540265,False
development/dev_track_a,62,0.30953767545516264,0.22283883683303984,False
development/dev_track_a,63,0.09787936978219966,0.21536097714154834,True
development/dev_track_a,64,0.08868782097147015,0.11815511525050197,True
development/dev_track_a,65,0.11720759063533065,0.16905911694800008,True
development/dev_track_a,66,0.07855922744604622,0.14952560797902023,False
development/dev_track_a,67,0.06212863244824695,0.19034961845486595,False
development/dev_track_a,68,0.11684649022096928,0.08094801344392855,False
development/dev_track_a,69,0.0532284486982688,0.1536189702503271,False
development/dev_track_a,70,0.5764043056629521,0.32255618212102577,True
development/dev_track_a,71,0.14758078990454881,0.12445129525912775,False
development/dev_track_a,72,0.1680086098728678,0.07718866591872538,True
development/dev_track_a,73,0.16073445273382175,0.08379506549090815,False
development/dev_track_a,74,0.10096356970676432,0.2506254090225291,True
development/dev_track_a,75,0.13909791255381967,0.19693335223784172,False
development/dev_track_a,76,0.06099502910303216,0.057551036956474025,True
development/dev_track_a,77,0.0901721621428251,0.09061107267025284,False
development/dev_track_a,78,0.0738334739309427,0.1609025625821207,False
development/dev_track_a,79,0.2527548782639863,0.17348030286888916,False
development/dev_track_a,80,0.13302114050019176,0.26927642127270685,False
development/dev_track_a,81,0.15346958428142335,0.06661899142169997,True
development/dev_track_a,82,0.2328561038796553,0.12234968675212306,True
development/dev_track_a,83,0.23752644559720668,0.11718123811259117,True
development/dev_track_a,84,0.13499901889359056,0.14601245753816933,True
development/dev_track_a,85,0.35871836344966784,0.40356601313258195,False
development/dev_track_a,86,0.23010170230314864,0.23216248154769867,False
development/dev_track_a,87,0.08914662192171226,0.17287160164200943,False
development/dev_track_a,88,0.06761895220498255,0.1478965374065056,True
development/dev_track_a,89,0.11446802665640379,0.07824000156516457,False
development/dev_track_a,90,0.26251223137799584,0.1368187078308132,True
development/dev_track_a,91,0.05697040595665464,0.190074104425849,False
development/dev_track_a,92,0.07939951119357828,0.1727546131096592,False
development/dev_track_a,93,0.13849973765842974,0.022134357448470265,False
development/dev_track_a,94,0.25497451851796077,0.12620384464956916,False
development/dev_track_a,95,0.20574157727790326,0.15446203679276907,True
development/dev_track_a,96,0.014710924655276502,0.054865740309829686,False
development/dev_track_a,97,0.22245710760084664,0.18418539649221424,True
development/dev_track_a,98,0.09413218393672429,0.3156407901808801,False
development/dev_track_a,99,0.25580190267450703,0.12391802394315989,True
development/dev_track_a,100,0.13304007022011025,0.17316570375136314,True
development/dev_track_a,101,0.08379672497555712,0.07334105968700666,True
development/dev_track_a,102,0.12844925257044293,-0.001167556153099763,False
development/dev_track_a,103,0.4633354513791204,0.22538355519233036,False
development/dev_track_a,104,0.09016513946278369,0.16038132756045578,True
development/dev_track_a,105,0.29357249719580836,0.3059864692062491,False
development/dev_track_a,106,0.16188062403060546,0.13743960257381255,False
development/dev_track_a,107,0.4490244526465872,0.14379248742022854,True
development/dev_track_a,108,0.3385218988184797,0.17867476622631562,False
development/dev_track_a,109,0.15944469200074138,0.1493274065884352,False
development/dev_track_a,110,0.20060616011290605,0.3714122912003076,True
