split_id,row_index,gest_ngm_glove50_temporal_a,gest_ngm_glove50_temporal_b,label
development/dev_track_a,1,0.10517992227137926,0.10207205784202443,False
development/dev_track_a,2,0.16417070129459072,0.16531250263174135,True
development/dev_track_a,3,0.11154638792584301,0.14013572964855353,False
development/dev_track_a,4,0.10009163920881553,0.12789855511418755,False
development/dev_track_a,5,0.14058503252623264,0.1155194695384977,False
development/dev_track_a,6,0.08274572543058344,0.20808836660321942,False
development/dev_track_a,7,0.17915297523392176,0.12160960262715517,False
development/dev_track_a,8,0.17136373641865507,0.13054641915382742,False
development/dev_track_a,9,0.08200567207582062,0.12304932006552192,True
development/dev_track_a,10,0.1251516640377172,0.14923959272776177,True
development/dev_track_a,11,0.16414140424006832,0.09909896993174143,True
development/dev_track_a,12,0.09899569564025476,0.11661199388673556,True
development/dev_track_a,13,0.16079170207000534,0.18585195428111315,True
development/dev_track_a,14,0.15958519564607523,0.10816161067375847,True
development/dev_track_a,15,0.13691316660489317,0.19211396474269712,False
development/dev_track_a,16,0.1321496326314067,0.09273262879005997,True
development/dev_track_a,17,0.16940270356537462,0.14240444459196144,True
development/dev_track_a,18,0.09831693142034585,0.10163042114941083,False
development/dev_track_a,19,0.17090555962809856,0.16290449737198323,True
development/dev_track_a,20,0.059040481094232856,0.12357171674339573,True
development/dev_track_a,21,0.20696776270188239,0.171049547448043,True
development/dev_track_a,22,0.14211345880579093,0.14425870442404423,True
development/dev_track_a,23,0.14036416324470977,0.15366218892807906,False
development/dev_track_a,24,0.1335122191313344,0.11959976088159996,True
development/dev_track_a,25,0.22030259132468533,0.17160455229879018,True
development/dev_track_a,26,0.10647794690180151,0.054419383202392896,True
development/dev_track_a,27,0.11916037346505388,0.0902714427315592,False
development/dev_track_a,28,0.0948609621005391,0.16040597208682933,True
development/dev_track_a,29,0.11685835706882985,0.19804600095440225,True
development/dev_track_a,30,0.06105233630335052,0.09808663164022471,True
development/dev_track_a,31,0.09255688434063614,0.078657923148956,False
development/dev_track_a,32,0.15556331798938042,0.0791469994686191,False
development/dev_track_a,33,0.11297500727340942,0.10843693800238514,False
development/dev_track_a,34,0.10365771521538497,0.09161006053086278,True
development/dev_track_a,35,0.15527037887283063,0.1208506042667973,True
development/dev_track_a,36,0.07038994215983095,0.11160071586764506,True
development/dev_track_a,37,0.11992232792695376,0.18547973584434055,False
development/dev_track_a,38,0.1439101210194169,0.20635161341454133,False
development/dev_track_a,39,0.1136327628100845,0.1128504589826249,False
development/dev_track_a,40,0.14355811524383819,0.25403757169032226,True
development/dev_track_a,41,0.20877222984550056,0.1239347142680419,True
development/dev_track_a,42,0.12150063192260857,0.13439343878296767,True
development/dev_track_a,43,0.11311393766038863,0.14067620426698862,True
development/dev_track_a,44,0.14894663188417837,0.14301464349244358,False
development/dev_track_a,45,0.04436804826430384,0.11423242636045523,False
development/dev_track_a,46,0.13961501970810095,0.11998051530479066,False
development/dev_track_a,47,0.10033500445890646,0.10107540482121025,False
development/dev_track_a,48,0.1032012061702638,0.10086904106685654,False
development/dev_track_a,49,0.14446822682510335,0.1251307536574216,True
development/dev_track_a,50,0.1124382508364273,0.11842207005292414,True
development/dev_track_a,51,0.06237286113257547,0.049705630673709714,False
development/dev_track_a,52,0.15790865958488334,0.13059584414309386,True
development/dev_track_a,53,0.19663797121735416,0.1373962531579131,False
development/dev_track_a,54,0.14787037828650626,0.10227303416680901,False
development/dev_track_a,55,0.189138284972401,0.15122415559898364,False
development/dev_track_a,56,0.17910413496956873,0.10970799382155798,False
development/dev_track_a,57,0.18472207812332547,0.18155256001070375,True
development/dev_track_a,58,0.17866928042949562,0.1719079472870351,True
development/dev_track_a,59,0.05393925953272552,0.09494112055244178,True
development/dev_track_a,60,0.1879815829610794,0.13939548652191347,False
development/dev_track_a,61,0.09728797730313092,0.09737615533219628,False
development/dev_track_a,62,0.09880975178686716,0.09153972639923257,False
development/dev_track_a,63,0.1461518893711393,0.08982464924130092,True
development/dev_track_a,64,0.044608136852761965,0.0820855142976845,True
development/dev_track_a,65,0.08667411715021461,0.18165000774367074,True
development/dev_track_a,66,0.12639978380525288,0.07091681649155947,False
development/dev_track_a,67,0.09563392355874833,0.1043079370200783,False
development/dev_track_a,68,0.10426634931704953,0.12031447246370267,False
development/dev_track_a,69,0.11122072231382911,0.16341352137833506,False
development/dev_track_a,70,0.04876092106924941,0.06507926182206937,True
development/dev_track_a,71,0.107319745977691,0.16018468051132517,False
development/dev_track_a,72,0.11122189915918534,0.1076233554702596,True
development/dev_track_a,73,0.13653735615227305,0.09456146531706383,False
development/dev_track_a,74,0.08753999291348294,0.10505750716908493,True
development/dev_track_a,75,0.07289319068214936,0.098905587800938,False
development/dev_track_a,76,0.11426670994934832,0.1010654590981628,True
development/dev_track_a,77,0.1315111458405917,0.10731903776224354,False
development/dev_track_a,78,0.0709504892991033,0.047109206801078586,False
development/dev_track_a,79,0.11620018882300816,0.14664212707639748,False
development/dev_track_a,80,0.09867374974980334,0.06373471323379289,False
development/dev_track_a,81,0.11801544591552918,0.1296809017524096,True
development/dev_track_a,82,0.05680082140948916,0.051479875569178775,True
development/dev_track_a,83,0.09319428496574565,0.13017570861648706,True
development/dev_track_a,84,0.1398970330889834,0.13667145881762854,True
development/dev_track_a,85,0.23787348183346935,0.15094143410672625,False
development/dev_track_a,86,0.09719231281471935,0.11880932373609532,False
development/dev_track_a,87,0.1470742609024092,0.08886142149819683,False
development/dev_track_a,88,0.09007268627192276,0.1520157618926271,True
development/dev_track_a,89,0.16264815982333433,0.11688819502519204,False
development/dev_track_a,90,0.07618041967381464,0.08000672711163542,True
development/dev_track_a,91,0.18833730059503803,0.13377101633786645,False
development/dev_track_a,92,0.17094647326491724,0.13601119169565032,False
development/dev_track_a,93,0.1262864190310745,0.12940979112062223,False
development/dev_track_a,94,0.15677721998936942,0.09521189426442275,False
development/dev_track_a,95,0.12602758184994692,0.12722365427671925,True
development/dev_track_a,96,0.1676314443740687,0.07537061881568882,False
development/dev_track_a,97,0.16443288674219475,0.1308694040909942,True
development/dev_track_a,98,0.11854310532199465,0.12610366638913548,False
development/dev_track_a,99,0.15385194153772283,0.10404996728504054,True
development/dev_track_a,100,0.06938169391628873,0.33660476550321794,True
development/dev_track_a,101,0.04854804156116578,0.12565416920098543,True
development/dev_track_a,102,0.164455472605246,0.2653299290608066,False
development/dev_track_a,103,0.1227692228696007,0.07309128313560391,False
development/dev_track_a,104,0.15730738805025352,0.08304748585995785,True
development/dev_track_a,105,0.10033203557941128,0.12379636432249139,False
development/dev_track_a,106,0.11456850413298594,0.12784126735775275,False
development/dev_track_a,107,0.16473621744674904,0.07216024144357149,True
development/dev_track_a,108,0.0765294086665976,0.21172042441811192,False
development/dev_track_a,109,0.03505476863716142,0.08193767956841401,False
development/dev_track_a,110,0.13395925129225802,0.12354150915111162,True
development/dev_track_a,111,0.10068003810514187,0.11549815023489668,False
development/dev_track_a,112,0.1647478562812941,0.1399730240994824,False
development/dev_track_a,113,0.10040575439605827,0.15414542006623846,False
development/dev_track_a,114,0.1040259207462299,0.15196992152207398,True
development/dev_track_a,115,0.18573048060650976,0.13694345922879644,True
development/dev_track_a,116,0.11216170225553986,0.19457120870587394,False
development/dev_track_a,117,0.1272700120844576,0.09216251993219936,True
development/dev_track_a,118,0.1504078011090976,0.135860588637355,False
development/dev_track_a,119,0.1250921550286831,0.1414111095789791,True
development/dev_track_a,120,0.1179196622304577,0.16934115234494745,True
development/dev_track_a,121,0.18100080126361678,0.11218773593259494,False
development/dev_track_a,122,0.12706142801818143,0.11066695433873397,True
development/dev_track_a,123,0.12803859441530324,0.12990861481523203,True
development/dev_track_a,124,0.08159475984587335,0.11505776469481072,True
development/dev_track_a,125,0.10003613741126419,0.15473804656358991,False
development/dev_track_a,126,0.14541393960839247,0.15023267313220298,False
development/dev_track_a,127,0.1270219113933202,0.1562250668274944,False
development/dev_track_a,128,0.1842252354781073,0.10868030151291729,True
development/dev_track_a,129,0.09689357455645055,0.0836270163080566,False
development/dev_track_a,130,0.18789571351556944,0.09697742907696368,False
development/dev_track_a,131,0.09433409503998802,0.08446054667496546,True
development/dev_track_a,132,0.06328241277536568,0.1374486659222676,True
development/dev_track_a,133,0.19806838100916657,0.13094358958045238,True
development/dev_track_a,134,0.09926122367578918,0.07675669388086967,False
development/dev_track_a,135,0.12250520385754539,0.08488252510269982,True
development/dev_track_a,136,0.13460319645448865,0.13676135205355502,False
development/dev_track_a,137,0.11815637295160596,0.14502806250653172,False
development/dev_track_a,138,0.07670065679597443,0.08474949876717408,True
development/dev_track_a,139,0.08440611093567867,0.02864056975643551,True
development/dev_track_a,140,0.14962991135413842,0.08628171353755902,False
development/dev_track_a,141,0.11379412337686282,0.1821956339248189,False
development/dev_track_a,142,0.14197078595963322,0.1738878275511955,False
development/dev_track_a,143,0.2166515005413047,0.14633759848257158,False
development/dev_track_a,144,0.18271901108955638,0.11392159516032564,True
development/dev_track_a,145,0.18910890448803624,0.17709559439185066,True
development/dev_track_a,146,0.11225407742638499,0.12793249764753778,False
development/dev_track_a,147,0.1273233285480166,0.1278519412456234,True
development/dev_track_a,148,0.032470519722622174,0.06307171117348878,False
development/dev_track_a,149,0.08532082981758415,0.25206022877272477,False
development/dev_track_a,150,0.1322435806302865,0.09182018407341258,True
development/dev_track_a,151,0.24449195388258455,0.09818653654049822,True
development/dev_track_a,152,0.08047167697887217,0.07134888782565632,True
development/dev_track_a,153,0.09394952876584085,0.12352904483284168,True
development/dev_track_a,154,0.1621480009531732,0.16903621336228183,True
development/dev_track_a,155,0.06775549968617232,0.04859036255158449,False
development/dev_track_a,156,0.1246357500684089,0.16352131368954803,True
development/dev_track_a,157,0.07355736066264877,0.12401180272530227,True
