split_id,row_index,gest_spectral_w2v_google_spatial_a,gest_spectral_w2v_google_spatial_b,label
development/dev_track_a,1,0.9999999105930395,0.999999821186087,False
development/dev_track_a,2,0.9999998807907247,0.9999998509884054,True
development/dev_track_a,3,0.9999998807907247,0.9999999701976772,False
development/dev_track_a,4,0.9999999105930395,0.9999999105930395,False
development/dev_track_a,5,0.9999999105930395,0.9999998807907247,False
development/dev_track_a,6,0.9999998807907193,0.9999999105930395,False
development/dev_track_a,7,0.9999999105930395,0.9999999105930395,False
development/dev_track_a,8,0.9999998807907247,0.9999998807907247,False
development/dev_track_a,9,0.999999821186087,0.9999999701976825,True
development/dev_track_a,10,0.9999998807907247,0.999999821186087,True
development/dev_track_a,11,0.9999998807907247,0.9999998509884054,True
development/dev_track_a,12,0.9999998807907247,0.9999998509884054,True
development/dev_track_a,13,0.9999999701976772,0.9999998509884,True
development/dev_track_a,14,0.9999998807907247,0.9999999403953659,True
development/dev_track_a,15,1.0000000894069632,0.9999998509884,False
development/dev_track_a,16,0.9999998807907247,0.9999998509884054,True
development/dev_track_a,17,0.9999997913837695,0.999999821186087,True
development/dev_track_a,18,0.9999998807907247,0.9999998509884054,False
development/dev_track_a,19,1.0,0.9999999105930395,True
development/dev_track_a,20,0.9999999105930395,0.9999998509884054,True
development/dev_track_a,21,0.9999998807907247,0.9999998807907247,True
development/dev_track_a,22,0.9999998807907247,0.9999998509884054,True
development/dev_track_a,23,0.9999999701976772,0.9999998807907193,False
development/dev_track_a,24,0.9999998807907193,0.9999998807907193,True
development/dev_track_a,25,1.000000059604643,0.9999998807907247,True
development/dev_track_a,26,1.0000000298023237,0.9999998509884054,True
development/dev_track_a,27,0.9999999105930395,0.9999999105930395,False
development/dev_track_a,28,0.9999999105930395,0.9999999701976772,True
development/dev_track_a,29,0.999999821186087,0.9999998807907193,True
development/dev_track_a,30,0.9999999403953606,0.9999998807907193,True
development/dev_track_a,31,1.0,0.9999999403953606,False
development/dev_track_a,32,0.9999998807907247,0.9999999403953606,False
development/dev_track_a,33,0.9999998509884054,0.9999999105930395,False
development/dev_track_a,34,0.9999998807907247,0.9999999403953606,True
development/dev_track_a,35,0.9999998211860817,0.9999999701976772,True
development/dev_track_a,36,0.9999998807907247,0.9999999403953606,True
development/dev_track_a,37,0.9999998509884054,0.9999998807907247,False
development/dev_track_a,38,0.9999998509884054,0.9999997913837695,False
development/dev_track_a,39,0.9999998509884,0.9999999105930395,False
development/dev_track_a,40,0.9999999105930395,0.9999999403953606,True
development/dev_track_a,41,0.9999997913837695,0.9999998807907247,True
development/dev_track_a,42,0.9999998509884054,0.9999999403953606,True
development/dev_track_a,43,0.9999999105930395,0.9999999105930395,True
development/dev_track_a,44,0.9999998807907193,0.9999998509884054,False
development/dev_track_a,45,0.9999997913837695,0.9999999105930395,False
development/dev_track_a,46,0.9999998807907193,1.0,False
development/dev_track_a,47,0.9999998807907193,1.0,False
