split_id,row_index,gest_spectral_glove50_spatial_a,gest_spectral_glove50_spatial_b,label
development/dev_track_a,1,0.7389527870472924,0.8311668239633054,False
development/dev_track_a,2,0.8030542370016293,0.9002050220844152,True
development/dev_track_a,3,0.8901745146408983,0.8583662082712402,False
development/dev_track_a,4,0.9999998807907247,0.9530159887056364,False
development/dev_track_a,5,0.8930723794612432,0.8176068284980264,False
development/dev_track_a,6,0.7603811311267458,0.8516066251270026,False
development/dev_track_a,7,0.8531779821898958,0.9026661631266877,False
development/dev_track_a,8,0.9999998807907247,0.8655625145956857,False
development/dev_track_a,9,0.850552448597406,1.0,True
development/dev_track_a,10,0.7911519061145894,0.9283078398337555,True
development/dev_track_a,11,0.8902831804414773,1.0,True
development/dev_track_a,12,0.9183071353069383,0.867479876580253,True
development/dev_track_a,13,0.8751865178124287,0.8313161931853064,True
development/dev_track_a,14,0.7823735734971078,0.8273624983593824,True
development/dev_track_a,15,0.878651454609459,0.8593547511869966,False
development/dev_track_a,16,0.84126122698054,0.802562725391227,True
development/dev_track_a,17,0.9101652014058589,0.907408004557611,True
development/dev_track_a,18,0.7193559146695239,0.8716376576855591,False
development/dev_track_a,19,0.9999997615814493,0.9555136614425586,True
development/dev_track_a,20,0.7172382811023854,0.8086205949043519,True
development/dev_track_a,21,0.7843070287338461,0.7451157277684536,True
development/dev_track_a,22,0.8922637233419748,0.8441149778229025,True
development/dev_track_a,23,0.8989540458972399,0.8223600003290176,False
development/dev_track_a,24,0.8118032441373773,0.999999821186087,True
development/dev_track_a,25,0.8108970152262431,0.8205389594389249,True
development/dev_track_a,26,1.0,0.9999998807907247,True
development/dev_track_a,27,0.9999998807907193,1.0,False
development/dev_track_a,28,0.8662645380181625,0.9491803706669365,True
development/dev_track_a,29,0.7141390783620979,0.8006839274952469,True
development/dev_track_a,30,0.7330661138217314,0.7418229887696518,True
development/dev_track_a,31,0.7022239743337659,0.7294445795151855,False
development/dev_track_a,32,0.6997565388969733,0.5150236469479028,False
development/dev_track_a,33,0.9999998807907247,0.8288348419168701,False
development/dev_track_a,34,0.7970261815755151,0.8621712491308153,True
development/dev_track_a,35,0.7254796191764118,0.7049893912679333,True
development/dev_track_a,36,0.6607563900045884,0.9999998807907247,True
development/dev_track_a,37,0.7977550150302057,0.8259241684720431,False
development/dev_track_a,38,0.999999821186087,0.8886686100162733,False
development/dev_track_a,39,0.8811296962345009,0.707420383999302,False
development/dev_track_a,40,0.8898769152311188,0.931209810827993,True
development/dev_track_a,41,0.89449817571055,0.999999821186087,True
development/dev_track_a,42,0.9999998807907247,0.9999999403953606,True
development/dev_track_a,43,0.8660418471073019,0.8775652196925616,True
development/dev_track_a,44,0.7895857942598111,0.7895857942598111,False
development/dev_track_a,45,0.7719365630225464,0.7315989456654852,False
development/dev_track_a,46,0.8613493607819842,0.8421188781119731,False
development/dev_track_a,47,0.8694855726378473,0.7719829814444209,False
development/dev_track_a,48,0.9018373606398867,0.914284120287404,False
development/dev_track_a,49,0.8864682452120488,0.8874438539214309,True
development/dev_track_a,50,0.8543626243635863,0.8668737570197872,True
development/dev_track_a,51,0.6509601889896167,0.7153349858123081,False
development/dev_track_a,52,0.8428058215611194,0.8859940307147466,True
development/dev_track_a,53,0.9999997615814493,0.7633463426415512,False
development/dev_track_a,54,0.9395031405087542,0.9373931363352375,False
development/dev_track_a,55,0.8490153731089386,0.8645827931663045,False
development/dev_track_a,56,0.9999999403953606,0.7522867469616696,False
development/dev_track_a,57,0.8948601609635162,1.0,True
development/dev_track_a,58,0.9181684304375408,1.0,True
development/dev_track_a,59,0.6952219372723177,0.7831929584511568,True
development/dev_track_a,60,0.8452469891015304,0.9207967018131373,False
development/dev_track_a,61,0.763134791664197,0.7127498134672864,False
development/dev_track_a,62,1.0,0.6792180324532947,False
development/dev_track_a,63,0.8086349596220304,0.9999998807907247,True
development/dev_track_a,64,0.6478327722649125,0.7682255782812144,True
development/dev_track_a,65,0.8479208531474051,0.8975223425004074,True
development/dev_track_a,66,0.999999821186087,0.863244720504004,False
development/dev_track_a,67,0.8563593201208926,0.8853552478128376,False
development/dev_track_a,68,0.8124567493847907,0.7494241744623094,False
development/dev_track_a,69,0.8467407409261773,0.8731498869478838,False
