split_id,row_index,gest_spectral_glove50_temporal_a,gest_spectral_glove50_temporal_b,label
development/dev_track_a,1,0.2062458546434684,0.22169727541722173,False
development/dev_track_a,2,0.7162322207155359,0.7761131548329808,True
development/dev_track_a,3,0.4108994618963322,0.869370842753595,False
development/dev_track_a,4,0.8131345947961272,1.0313124004259997,False
development/dev_track_a,5,0.8035577886131922,0.86189227201079,False
development/dev_track_a,6,0.4744891569571065,0.6872869339124202,False
development/dev_track_a,7,0.8253615221876256,0.900765105853153,False
development/dev_track_a,8,0.9912020327140559,0.45525341474315584,False
development/dev_track_a,9,0.6937015989476677,0.8229144782322144,True
development/dev_track_a,10,0.6701932250905707,0.7846567993831245,True
development/dev_track_a,11,0.8988195504804847,1.1035943312446155,True
development/dev_track_a,12,0.8103195237991077,0.5226634490352262,True
development/dev_track_a,13,0.5326274530533871,0.8334632264045566,True
development/dev_track_a,14,0.4756729766084745,0.8049159436761107,True
development/dev_track_a,15,0.3406892024511487,0.8378711246668432,False
development/dev_track_a,16,0.376173183829485,0.44316724929171686,True
development/dev_track_a,17,0.6717749960785994,0.5583508027599413,True
development/dev_track_a,18,0.5382887440795298,0.7708235714127625,False
development/dev_track_a,19,1.0387596689070833,0.9491906101040994,True
development/dev_track_a,20,0.37146920577860987,0.5878908608507235,True
development/dev_track_a,21,0.6730827972485308,0.47370604384175924,True
development/dev_track_a,22,0.18420117337361597,0.6605088679944481,True
development/dev_track_a,23,0.5652114960041501,0.8389846691032157,False
development/dev_track_a,24,0.8289675373884646,0.6935706975639293,True
development/dev_track_a,25,0.6608152106286183,0.6724604181448993,True
development/dev_track_a,26,0.8766566549889646,0.8228679089587227,True
development/dev_track_a,27,0.6004569529436363,0.6501288059157687,False
development/dev_track_a,28,0.7066011405382033,0.7889638360133645,True
development/dev_track_a,29,0.5298830726761846,0.7676680759867691,True
development/dev_track_a,30,0.34520397309938516,0.48395368889384593,True
development/dev_track_a,31,0.6581203359702358,0.6607863533690445,False
development/dev_track_a,32,0.5750277701497825,0.3193815987884301,False
development/dev_track_a,33,0.7069623173402307,0.6214612848702755,False
development/dev_track_a,34,0.7224875911071423,0.5127480735787884,True
development/dev_track_a,35,0.5238498640850979,0.43314937933423686,True
development/dev_track_a,36,0.28646928846965264,0.6603334823127582,True
development/dev_track_a,37,0.8531561565215364,0.8441793621041892,False
development/dev_track_a,38,1.0119655814397415,1.0584876262178675,False
development/dev_track_a,39,0.7125939067207813,0.7154938736683019,False
development/dev_track_a,40,0.5747605744549305,1.083217170531297,True
development/dev_track_a,41,0.8207457723036286,0.301606522343688,True
development/dev_track_a,42,0.581906342780468,0.8155267268027985,True
development/dev_track_a,43,0.618091345185207,0.7353717475136972,True
development/dev_track_a,44,0.681076571546215,0.7058678769738291,False
development/dev_track_a,45,0.6684557515001317,0.7731603847022994,False
development/dev_track_a,46,0.6537481878246785,0.5060322888297882,False
development/dev_track_a,47,0.5792111259723296,0.5806970085554777,False
development/dev_track_a,48,0.8597079254709995,0.6331744137973266,False
development/dev_track_a,49,0.8750288578091341,0.6609537602979423,True
development/dev_track_a,50,0.3131148156105229,0.6172183412597474,True
development/dev_track_a,51,0.2880233599111667,0.2851095636179029,False
development/dev_track_a,52,0.6659102152918172,0.48907397089543386,True
development/dev_track_a,53,0.9256519046110262,0.8470362385011564,False
development/dev_track_a,54,0.5538321588735206,0.6543838073031615,False
development/dev_track_a,55,0.7489559603069602,0.6684926101911425,False
development/dev_track_a,56,0.8970569099024295,0.6363037138613795,False
development/dev_track_a,57,0.8566900223624417,0.8670309692083232,True
development/dev_track_a,58,0.7393462590533258,0.7432917731982959,True
development/dev_track_a,59,0.4896570195663746,0.5122469013955481,True
