split_id,row_index,gest_ngm_w2v_google_spatial_a,gest_ngm_w2v_google_spatial_b,label
development/dev_track_a,1,0.7306689562509102,0.6317239439348298,False
development/dev_track_a,2,0.6389650103926011,0.2708429414121023,True
development/dev_track_a,3,0.28085484106360165,0.42139766345676194,False
development/dev_track_a,4,0.42770307334594576,0.21425578135136777,False
development/dev_track_a,5,0.38930042953793753,0.23146568571870457,False
development/dev_track_a,6,0.3156163844344228,0.09101859589378097,False
development/dev_track_a,7,0.3522017614693452,0.9249061390924227,False
development/dev_track_a,8,0.45715920421230344,0.4738269472227178,False
development/dev_track_a,9,0.12399219289184743,0.023908444374622775,True
development/dev_track_a,10,0.38628282748645276,0.2759518316616145,True
development/dev_track_a,11,0.5221675833822953,0.31893722030409805,True
development/dev_track_a,12,0.23127971261060715,0.3053149999930797,True
development/dev_track_a,13,0.5285540528709483,0.5140782982028097,True
development/dev_track_a,14,0.30264165551196576,0.2917319538957537,True
development/dev_track_a,15,0.7003022385919936,0.6972665373360759,False
development/dev_track_a,16,0.39675681092785325,0.3230233188377678,True
development/dev_track_a,17,0.2307311903242305,0.12594002623856113,True
development/dev_track_a,18,0.4994899501180869,0.5335232203090294,False
development/dev_track_a,19,0.4397036168516055,0.2551826694471292,True
development/dev_track_a,20,0.6784516779581268,0.4704499236880742,True
development/dev_track_a,21,0.45214251868472943,0.5004419057529491,True
development/dev_track_a,22,0.2254842200363665,0.2106659348419279,True
development/dev_track_a,23,0.24749672236223136,0.10319945530928008,False
development/dev_track_a,24,0.6856244093395449,0.6060894333006341,True
development/dev_track_a,25,0.7109090624583868,0.6810610002157841,True
development/dev_track_a,26,0.5652941087698453,0.30561541486305094,True
development/dev_track_a,27,0.24001016142808126,0.3845715969842596,False
development/dev_track_a,28,0.5334888254777398,0.46664519312784775,True
development/dev_track_a,29,0.33529293551003636,0.36230491562578454,True
development/dev_track_a,30,0.3954042217444709,0.4697726085659381,True
development/dev_track_a,31,0.7064790306297943,0.6252557277243356,False
development/dev_track_a,32,0.4833705086986373,0.6587459507951795,False
development/dev_track_a,33,0.3481512434905313,0.23078909822654153,False
development/dev_track_a,34,0.4310647351412134,0.5452613179763162,True
development/dev_track_a,35,0.1377686635303946,0.1276196436953854,True
development/dev_track_a,36,0.2587806874851297,0.6009018425452111,True
development/dev_track_a,37,0.08569065098593473,0.3776486679563636,False
development/dev_track_a,38,0.09771023896381119,0.3641039278932418,False
development/dev_track_a,39,0.30586438721844383,0.4941630431129184,False
development/dev_track_a,40,0.71645212743265,0.078429430849889,True
development/dev_track_a,41,0.6152685360171535,0.2678735622893599,True
development/dev_track_a,42,0.2470923949809003,-0.01899873020130995,True
development/dev_track_a,43,0.5487284559826279,0.46676246609482563,True
development/dev_track_a,44,0.29921499811331,0.2514487135041457,False
development/dev_track_a,45,0.5987947873661046,0.7358001092430893,False
development/dev_track_a,46,0.2932238998506028,0.1385775746283978,False
development/dev_track_a,47,0.44599046383337365,0.43351923099633827,False
development/dev_track_a,48,0.535716006224404,0.5573602797553604,False
development/dev_track_a,49,0.6127045519416362,0.42064807134735,True
development/dev_track_a,50,0.39625157208454886,0.41133337291133826,True
development/dev_track_a,51,0.335118945134434,0.29519313297587757,False
development/dev_track_a,52,0.34492277304430413,0.01149444783149487,True
development/dev_track_a,53,0.11398595123870439,0.26346750747272557,False
development/dev_track_a,54,-0.0157038182838279,0.34069070881355684,False
development/dev_track_a,55,0.700981979333521,0.38126920913722756,False
development/dev_track_a,56,0.3531144681246961,-0.005558472350924369,False
development/dev_track_a,57,0.3326435742334173,0.379338798321264,True
development/dev_track_a,58,0.3737730360033079,0.26446250140343164,True
development/dev_track_a,59,0.08664136740161303,0.2904339574999122,True
development/dev_track_a,60,0.7815143241604975,0.46675250658569506,False
