split_id,row_index,gest_ngm_glove300_temporal_a,gest_ngm_glove300_temporal_b,label
development/dev_track_a,1,0.06453838441703738,0.05764873239656794,False
development/dev_track_a,2,0.07343885306744773,0.0806935225810808,True
development/dev_track_a,3,0.06493088706389007,0.0942849583591089,False
development/dev_track_a,4,0.048533322394871486,0.06132832992188285,False
development/dev_track_a,5,0.05689198736878155,0.04078296718119934,False
development/dev_track_a,6,0.031261929510975506,0.06082292193655268,False
development/dev_track_a,7,0.12032390221832871,0.1262763392510911,False
development/dev_track_a,8,0.08771146763622968,0.06467421029629847,False
development/dev_track_a,9,0.035946666325386775,0.07585173216194947,True
development/dev_track_a,10,0.06756771683233183,0.062022516904538354,True
development/dev_track_a,11,0.1035375161227907,0.045646082214894065,True
development/dev_track_a,12,0.0356388251432211,0.05035404245163988,True
development/dev_track_a,13,0.08538278298300726,0.11099173575223929,True
development/dev_track_a,14,0.04852782696770527,0.04390712016331493,True
development/dev_track_a,15,0.06378995717973408,0.11307830307209661,False
development/dev_track_a,16,0.09163591001962076,0.06388773954163009,True
development/dev_track_a,17,0.0998714693705457,0.055150605315602216,True
development/dev_track_a,18,0.0513943338982053,0.050827668596042166,False
development/dev_track_a,19,0.09181544836752482,0.10628168462410566,True
development/dev_track_a,20,0.03157255140944826,0.04485532843789958,True
development/dev_track_a,21,0.10204768141292422,0.09605499566285852,True
development/dev_track_a,22,0.09682109434094592,0.10067420455114172,True
development/dev_track_a,23,0.07216268689160371,0.08499755440634674,False
development/dev_track_a,24,0.06891189717578626,0.051571942828041555,True
development/dev_track_a,25,0.12123325816871976,0.07607703300833496,True
development/dev_track_a,26,0.0456589757582921,0.03383608408243664,True
development/dev_track_a,27,0.07097032961418728,0.050305520864791835,False
development/dev_track_a,28,0.04869706219103011,0.06227010536215808,True
development/dev_track_a,29,0.07217283738641338,0.0647763485626302,True
development/dev_track_a,30,0.02403089341996155,0.0542976227989251,True
development/dev_track_a,31,0.04313607796188007,0.06766718115959663,False
development/dev_track_a,32,0.03744261351048707,0.02860824918657267,False
development/dev_track_a,33,0.05739752740288995,0.04684756253189314,False
development/dev_track_a,34,0.05869473122792815,0.058173292658549106,True
development/dev_track_a,35,0.0901812722530212,0.0489836054778632,True
development/dev_track_a,36,0.04163117352677208,0.060044477375824024,True
development/dev_track_a,37,0.050345244028548015,0.0843493846615714,False
development/dev_track_a,38,0.06048938054592752,0.10283357540459624,False
development/dev_track_a,39,0.058925727749974746,0.07055421886320545,False
development/dev_track_a,40,0.10247737972366686,0.12976855626753092,True
development/dev_track_a,41,0.09982392681999158,0.051914196466087595,True
development/dev_track_a,42,0.05548893867658806,0.05098291927437367,True
development/dev_track_a,43,0.053562743581936204,0.06306792680313103,True
development/dev_track_a,44,0.07376469783062857,0.0642394875666007,False
development/dev_track_a,45,0.030500542664840632,0.06154163866110397,False
development/dev_track_a,46,0.07680541265618483,0.05095762080453753,False
development/dev_track_a,47,0.019876312869792762,0.035672231996545935,False
development/dev_track_a,48,0.042044034646463654,0.04954466062973601,False
development/dev_track_a,49,0.08277541898796471,0.06391122755294737,True
development/dev_track_a,50,0.04023592107458803,0.06710560135725203,True
development/dev_track_a,51,0.018030403769497653,0.018976281187699406,False
development/dev_track_a,52,0.06811552229537278,0.06127376712248414,True
development/dev_track_a,53,0.1282821320535857,0.08886455070159835,False
development/dev_track_a,54,0.07327885030851931,0.0472612221427023,False
development/dev_track_a,55,0.07648272987016308,0.05459612734589806,False
development/dev_track_a,56,0.11392190160177912,0.08802808995026293,False
development/dev_track_a,57,0.08279251874513752,0.09636887696284373,True
development/dev_track_a,58,0.080703687383073,0.09861075301082649,True
development/dev_track_a,59,0.016712288633928894,0.04476401976377868,True
development/dev_track_a,60,0.09206817053877689,0.06938588853733331,False
development/dev_track_a,61,0.0572310774034162,0.04286763388152532,False
development/dev_track_a,62,0.05780019677511025,0.043377506483112754,False
development/dev_track_a,63,0.06773622528565972,0.06480589857739162,True
development/dev_track_a,64,0.010627947474144361,0.0418443749401476,True
development/dev_track_a,65,0.03622973332946956,0.08217619212818598,True
development/dev_track_a,66,0.07112408107924241,0.04155797393935422,False
development/dev_track_a,67,0.04392434407068897,0.0343763115040929,False
development/dev_track_a,68,0.06097698749618214,0.03383343521643097,False
development/dev_track_a,69,0.0644997915722942,0.037205172211120234,False
development/dev_track_a,70,0.016561923904788896,0.018055253509398714,True
development/dev_track_a,71,0.0423584998384313,0.07833997256097303,False
development/dev_track_a,72,0.06873232050808878,0.042416219072709274,True
development/dev_track_a,73,0.0563086985628743,0.04180590182947523,False
development/dev_track_a,74,0.027934089856080934,0.05308531443121704,True
development/dev_track_a,75,0.020675485103323378,0.047118216732199826,False
development/dev_track_a,76,0.08155192955568291,0.03357431077193068,True
development/dev_track_a,77,0.06141875222459908,0.07106709077226188,False
development/dev_track_a,78,0.042303490463995494,0.016160767814950433,False
development/dev_track_a,79,0.0628891362017077,0.09187429013467582,False
development/dev_track_a,80,0.0222678786469491,0.043399908054228754,False
development/dev_track_a,81,0.03601932003312388,0.06084245491798755,True
development/dev_track_a,82,0.026934846327835167,0.023505405922422166,True
development/dev_track_a,83,0.04164373222940463,0.08578556104239352,True
development/dev_track_a,84,0.060389806692370415,0.07575978282744877,True
development/dev_track_a,85,0.11094349888375797,0.07777318262466622,False
development/dev_track_a,86,0.0635611008357866,0.0611298297623879,False
development/dev_track_a,87,0.0648031286569045,0.0382864806247031,False
development/dev_track_a,88,0.03737501790558697,0.051179141031448085,True
development/dev_track_a,89,0.07565959740744933,0.05826893579867624,False
development/dev_track_a,90,0.009735246649473768,0.04861593948279601,True
development/dev_track_a,91,0.10880359968746244,0.078855871242536,False
development/dev_track_a,92,0.08197932820805973,0.07233541896600473,False
development/dev_track_a,93,0.0605118903197306,0.07316155747676856,False
development/dev_track_a,94,0.08260834824122333,0.048571586393944884,False
development/dev_track_a,95,0.0913577745280061,0.08110139567964073,True
development/dev_track_a,96,0.10428313154583674,0.03826337319343436,False
development/dev_track_a,97,0.07254006619826696,0.07264613636576649,True
development/dev_track_a,98,0.043600384012839444,0.04973603642693626,False
development/dev_track_a,99,0.07927198243140045,0.043720703541024995,True
development/dev_track_a,100,0.06532539962909634,0.15533225764993894,True
development/dev_track_a,101,0.019867189423116657,0.06821277727221044,True
development/dev_track_a,102,0.08136778799651181,0.14262958642679915,False
development/dev_track_a,103,0.05863418272372568,0.05587698439548038,False
development/dev_track_a,104,0.04454363000463825,0.04471376972238525,True
development/dev_track_a,105,0.0392563876051843,0.04997744121794112,False
development/dev_track_a,106,0.0339003837601518,0.06724253867438608,False
development/dev_track_a,107,0.08854229211017908,0.04078465647128778,True
development/dev_track_a,108,0.019333665169300827,0.09760786980849148,False
development/dev_track_a,109,0.029334120492328888,0.04926195626224044,False
development/dev_track_a,110,0.04755135221633057,0.05514661276987902,True
development/dev_track_a,111,0.062514880566598,0.034295568507950534,False
development/dev_track_a,112,0.09710971247660449,0.05952516412971451,False
development/dev_track_a,113,0.04518087198347736,0.05841456168598508,False
development/dev_track_a,114,0.04108222997515483,0.05188456983214165,True
development/dev_track_a,115,0.08643243517095953,0.07116607934440489,True
development/dev_track_a,116,0.05215292263308881,0.10955209859928466,False
development/dev_track_a,117,0.07426149012485873,0.05669926954205847,True
development/dev_track_a,118,0.06531005828475256,0.07466436475381122,False
development/dev_track_a,119,0.06130898768853851,0.05736831047193019,True
development/dev_track_a,120,0.04989705337001655,0.08119016398512645,True
