split_id,row_index,bleu_a,bleu_b,label
development/dev_track_a,1,0.01099884812279,0.012343694227776895,False
development/dev_track_a,2,0.017414696612393834,0.025635862070707137,True
development/dev_track_a,3,0.009162416516895871,0.03367608909842985,False
development/dev_track_a,4,0.026103983051172175,0.0266084287260578,False
development/dev_track_a,5,0.037270675781654994,0.017578403613141086,False
development/dev_track_a,6,0.020574675309908513,0.02734374735797641,False
development/dev_track_a,7,0.03146487840751545,0.019396084813069155,False
development/dev_track_a,8,0.026795845687290543,0.020120098959503167,False
development/dev_track_a,9,0.01741385262454807,0.013029662430303022,True
development/dev_track_a,10,0.02111647650495843,0.021426419620498554,True
development/dev_track_a,11,0.025125016168966115,0.018713367940866935,True
development/dev_track_a,12,0.013934615691709938,0.014567685531930764,True
development/dev_track_a,13,0.016214683484753283,0.011827138007757518,True
development/dev_track_a,14,0.022296710922351835,0.021723159922586593,True
development/dev_track_a,15,0.021476582390315645,0.011404435857269624,False
development/dev_track_a,16,0.02277633967769664,0.021013027628016327,True
development/dev_track_a,17,0.026217596753812345,0.02572540951266053,True
development/dev_track_a,18,0.030401180665857192,0.02576379997019704,False
development/dev_track_a,19,0.059516169755232176,0.05446772819388277,True
development/dev_track_a,20,0.025271330809550623,0.02029185998162179,True
development/dev_track_a,21,0.025140195934009783,0.0211293446791026,True
development/dev_track_a,22,0.03054750593480341,0.008794219731428311,True
development/dev_track_a,23,0.01482231456978681,0.015200305021261781,False
development/dev_track_a,24,0.03112173885441251,0.03287878261126135,True
development/dev_track_a,25,0.010898129637408476,0.015660696867302402,True
development/dev_track_a,26,0.022404913167023532,0.020381809159589995,True
development/dev_track_a,27,0.027759203426789426,0.01888261588158092,False
development/dev_track_a,28,0.015942137304764615,0.002699029715415376,True
development/dev_track_a,29,0.026280616619124387,0.00598300577950062,True
development/dev_track_a,30,0.01606473779652607,0.022989529349917173,True
development/dev_track_a,31,0.03879969648444645,0.02928371225740848,False
development/dev_track_a,32,0.000626306883149807,0.015627825388629838,False
development/dev_track_a,33,0.01702358883289834,0.02779992704828531,False
development/dev_track_a,34,0.02002927993354293,0.020229712693154656,True
development/dev_track_a,35,0.01868799339245457,0.023031010888852614,True
development/dev_track_a,36,0.003969152329308219,0.0129384841803726,True
development/dev_track_a,37,0.02588661375067534,0.02243600473933553,False
development/dev_track_a,38,0.03556506437371179,0.020083204636434374,False
development/dev_track_a,39,0.024975637269622455,0.017060623999383556,False
development/dev_track_a,40,0.017056055760184343,0.02945346558000837,True
development/dev_track_a,41,0.03073067835951023,0.02247960137248282,True
development/dev_track_a,42,0.006381827205934069,0.004538713807069219,True
development/dev_track_a,43,0.03587871751874697,0.045414323578836575,True
development/dev_track_a,44,0.03100243555099511,0.018925519572006236,False
development/dev_track_a,45,0.017617416063368748,0.02028162772302909,False
development/dev_track_a,46,0.014285177145072747,0.024119226527019356,False
development/dev_track_a,47,0.023198177869117233,0.015448900908088918,False
development/dev_track_a,48,0.020520673388170364,0.020297792115941782,False
development/dev_track_a,49,0.0053803728209114755,0.008712803668693352,True
development/dev_track_a,50,0.005846541024212395,0.023333611835708937,True
development/dev_track_a,51,0.02654583033165881,0.024187531101259534,False
development/dev_track_a,52,0.06775270012376139,0.021136380052601374,True
development/dev_track_a,53,0.04943118541138405,0.0177367635678075,False
development/dev_track_a,54,0.026895617423714047,0.02566224128234368,False
development/dev_track_a,55,0.018581864452818182,0.018522373732134435,False
development/dev_track_a,56,0.032563559035382925,0.041398729785213,False
development/dev_track_a,57,0.039170707251713954,0.030915753205503282,True
development/dev_track_a,58,0.017575724562523234,0.03980450940116739,True
development/dev_track_a,59,0.011204589352329694,0.02141338512655161,True
development/dev_track_a,60,0.02039252243713783,0.01657556724770169,False
development/dev_track_a,61,0.027678548242617874,0.02592140395112531,False
development/dev_track_a,62,0.03323709521150128,0.03879982966204111,False
development/dev_track_a,63,0.01753966206695551,0.023493494728296017,True
development/dev_track_a,64,0.024239664332804382,0.019872042643881704,True
development/dev_track_a,65,0.0421579929937578,0.021261181352015206,True
development/dev_track_a,66,0.02417292090369752,0.0250468326658169,False
development/dev_track_a,67,0.010406019777027889,0.013295015104434916,False
development/dev_track_a,68,0.022480238424078217,0.010746362288956647,False
development/dev_track_a,69,0.020618165364431097,0.0162048422937357,False
development/dev_track_a,70,0.02494147237990837,0.02889096575193726,True
development/dev_track_a,71,0.013183532125792418,0.020128342854153967,False
development/dev_track_a,72,0.016991927424572457,0.03203091506076716,True
development/dev_track_a,73,0.019738698494140245,0.009785195587743177,False
development/dev_track_a,74,0.01763734889184695,0.027889243946712664,True
development/dev_track_a,75,0.02378423743757499,0.03378188384153985,False
development/dev_track_a,76,0.026249792050117102,0.03669158116145385,True
development/dev_track_a,77,0.0229108864322744,0.024778780817191395,False
development/dev_track_a,78,0.01695622002922315,0.020691009904041525,False
development/dev_track_a,79,0.005829543492359518,0.008687674293724086,False
development/dev_track_a,80,0.013049631982486447,0.01068972918910963,False
development/dev_track_a,81,0.028310989322186588,0.022025842026835492,True
development/dev_track_a,82,0.020271537517395764,0.016221432430010858,True
development/dev_track_a,83,0.017298066046707333,0.0180683226879324,True
development/dev_track_a,84,0.009443296227491802,0.01681809462091396,True
development/dev_track_a,85,0.02089809893612521,0.02351067601336081,False
development/dev_track_a,86,0.030744405838451137,0.030635799007765332,False
development/dev_track_a,87,0.012866960782706658,0.016862920884553878,False
development/dev_track_a,88,0.014952843946957919,0.017068340627860563,True
development/dev_track_a,89,0.02944223677714221,0.02367821210868377,False
development/dev_track_a,90,0.03713409681516841,0.02413553008762144,True
development/dev_track_a,91,0.022592509780728978,0.02404027021741936,False
development/dev_track_a,92,0.020828115281667305,0.024311147763160103,False
development/dev_track_a,93,0.019839707720568873,0.03220531150379676,False
development/dev_track_a,94,0.025640444750969143,0.024131250845688804,False
development/dev_track_a,95,0.02299389247783993,0.01642400621778504,True
development/dev_track_a,96,0.03088918212662999,0.04146000536013396,False
development/dev_track_a,97,0.03235151301574343,0.011175876782100965,True
development/dev_track_a,98,0.027197021651488823,0.016477669105447606,False
development/dev_track_a,99,0.02804099923633112,0.029012128660750675,True
development/dev_track_a,100,0.026860512170979976,0.008532151062131047,True
development/dev_track_a,101,0.021420589728946532,0.02711027355903254,True
development/dev_track_a,102,0.04327291531271246,0.03849090319940294,False
development/dev_track_a,103,0.029409646934377694,0.022970022404861345,False
development/dev_track_a,104,0.03680035496508531,0.02417883659033017,True
development/dev_track_a,105,0.020787626430781497,0.02080148751421353,False
development/dev_track_a,106,0.023673374205326232,0.03319886525213428,False
development/dev_track_a,107,0.015803093863146385,0.024801132237047177,True
development/dev_track_a,108,0.01891328334338576,0.020617393568174592,False
development/dev_track_a,109,0.02211934293950024,0.023884953538426543,False
development/dev_track_a,110,0.02184294136105296,0.01172508023759678,True
development/dev_track_a,111,0.023599057445862725,0.02743931015255498,False
development/dev_track_a,112,0.02246842266668191,0.036707980823733194,False
development/dev_track_a,113,0.022805592826571637,0.026512211107075308,False
development/dev_track_a,114,0.02998576563803131,0.03162704711792156,True
development/dev_track_a,115,0.02781688321801498,0.014584983050395519,True
development/dev_track_a,116,0.0302149849056822,0.016970532543889416,False
development/dev_track_a,117,0.056689834514779804,0.02923422626092044,True
development/dev_track_a,118,0.03809379234844183,0.01938611281747293,False
development/dev_track_a,119,0.03372386418694967,0.022348821335145617,True
development/dev_track_a,120,0.02075492740325823,0.02432804017202184,True
development/dev_track_a,121,0.02120489670200628,0.04173307888757119,False
development/dev_track_a,122,0.029713188615221715,0.03109530978470099,True
development/dev_track_a,123,0.022477416391817606,0.02022035955865113,True
development/dev_track_a,124,0.027480802370125172,0.03480393184535957,True
development/dev_track_a,125,0.025132693165019548,0.011383619915260192,False
development/dev_track_a,126,0.032406358292254744,0.022501824972797443,False
development/dev_track_a,127,0.011866354758379168,0.021318052983764206,False
development/dev_track_a,128,0.028703820904226532,0.01806563188322243,True
development/dev_track_a,129,0.020233005191258754,0.023622607856425597,False
development/dev_track_a,130,0.02900493627122564,0.020570646436220044,False
development/dev_track_a,131,0.02080758388614769,0.012228708736715256,True
development/dev_track_a,132,0.010493198522459408,0.01530996479287527,True
development/dev_track_a,133,0.016158136972970204,0.027085856065873177,True
development/dev_track_a,134,0.023672871363551944,0.017466370137961335,False
development/dev_track_a,135,0.03946855971757414,0.023449782816358497,True
development/dev_track_a,136,0.03248446966465564,0.03138843145263609,False
development/dev_track_a,137,0.01946749333121225,0.026959513575116036,False
development/dev_track_a,138,0.01565023406130582,0.02698924788113446,True
development/dev_track_a,139,0.02258866810503355,0.022378092698228144,True
development/dev_track_a,140,0.024370058212595774,0.026500210216877717,False
development/dev_track_a,141,0.00700434908995655,0.024234624255155907,False
development/dev_track_a,142,0.02598065743193929,0.0316692595759713,False
development/dev_track_a,143,0.03248446966465564,0.028578263144016892,False
development/dev_track_a,144,0.016362250110394203,0.029081799936570712,True
development/dev_track_a,145,0.023268660351053395,0.01600598581075539,True
development/dev_track_a,146,0.010899793247320568,0.02015534694417239,False
development/dev_track_a,147,0.013643711585519563,0.022595483622253502,True
development/dev_track_a,148,0.011649730395671132,0.03342341872247029,False
development/dev_track_a,149,0.031437008127043836,0.024665219497980898,False
development/dev_track_a,150,0.016068761243106727,0.011909590266963664,True
development/dev_track_a,151,0.018430214611971765,0.02613205518124516,True
development/dev_track_a,152,0.038353610766105335,0.041781006887603556,True
development/dev_track_a,153,0.012118704133630361,0.005590745431502196,True
development/dev_track_a,154,0.021234173458031358,0.014898477384918687,True
development/dev_track_a,155,0.007073617378184136,0.02520953207366206,False
development/dev_track_a,156,0.02928000237043294,0.017813218095378048,True
development/dev_track_a,157,0.025135303806157555,0.027753246510173964,True
development/dev_track_a,158,0.035002576698127924,0.020911063024644915,False
development/dev_track_a,159,0.01771619055612816,0.016950368625074794,False
development/dev_track_a,160,0.020801780090984535,0.01659665793557581,True
development/dev_track_a,161,0.01794834670277419,0.050081102819452175,True
development/dev_track_a,162,0.026393934319720085,0.016887025023665646,False
development/dev_track_a,163,0.024369042810756417,0.023670138993002684,True
development/dev_track_a,164,0.02796468985807862,0.024222941986715606,True
development/dev_track_a,165,0.018467713056313572,0.02598103271339591,False
development/dev_track_a,166,0.022144248086294283,0.020552724801396832,False
development/dev_track_a,167,0.023800717289432494,0.017269086848040485,False
development/dev_track_a,168,0.018552231978448297,0.020004458958742144,True
development/dev_track_a,169,0.04398196269469821,0.02446672339893762,False
development/dev_track_a,170,0.026285401133566894,0.0202803582038612,True
development/dev_track_a,171,0.020066136763667888,0.04139873815212333,True
development/dev_track_a,172,0.021475778364240753,0.01296361597008901,False
development/dev_track_a,173,0.02198274568297925,0.017947064934992613,True
development/dev_track_a,174,0.009826057812753232,0.028120613867171056,False
development/dev_track_a,175,0.025215939947867336,0.02548651736637487,True
development/dev_track_a,176,0.021461931652423452,0.022086250043457517,True
development/dev_track_a,177,0.03613346314301365,0.040013130768997554,True
development/dev_track_a,178,0.009925056424600284,0.02526982526662377,True
development/dev_track_a,179,0.027218412252936388,0.02911422536249096,False
development/dev_track_a,180,0.012617380853076924,0.024352426225151574,False
development/dev_track_a,181,0.01243277251524777,0.015221748423498724,True
development/dev_track_a,182,0.02051135003216903,0.026088005069407436,True
development/dev_track_a,183,0.021062041822682544,0.02528065151706352,False
development/dev_track_a,184,0.018878288369731235,0.02117859690852221,False
development/dev_track_a,185,0.023507093011775858,0.021723010214757414,False
development/dev_track_a,186,0.02783965913717358,0.01591521793104372,False
development/dev_track_a,187,0.024568888487314318,0.021529745839034373,True
development/dev_track_a,188,0.01979696395365653,0.018046432869793228,True
development/dev_track_a,189,0.022705506935586702,0.019479053527278866,False
development/dev_track_a,190,0.03696924388525183,0.03316999903014459,True
development/dev_track_a,191,0.0068129468902066535,0.013948952509236183,True
development/dev_track_a,192,0.012647922788390968,0.010399890181407015,True
development/dev_track_a,193,0.02113679816458891,0.016194887028299,True
development/dev_track_a,194,0.02152195555830289,0.0172583615274641,False
development/dev_track_a,195,0.0192017172544902,0.012042977967471143,True
development/dev_track_a,196,0.04236735495674621,0.023965321544946936,False
development/dev_track_a,197,0.019875934748193352,0.02203587653046061,True
development/dev_track_a,198,0.024091453382964537,0.028408960088373972,False
development/dev_track_a,199,0.019456333722622864,0.031770961185634196,False
development/dev_track_a,200,0.024370589965624554,0.027523514655147695,True
