split_id,row_index,rouge_l_a,rouge_l_b,label
development/dev_track_a,1,0.1686182669789227,0.14831460674157304,False
development/dev_track_a,2,0.17467248908296942,0.160427807486631,True
development/dev_track_a,3,0.10232558139534884,0.1878787878787879,False
development/dev_track_a,4,0.11707317073170731,0.15596330275229356,False
development/dev_track_a,5,0.15,0.11920529801324502,False
development/dev_track_a,6,0.1797752808988764,0.16766467065868262,False
development/dev_track_a,7,0.1527777777777778,0.17959183673469392,False
development/dev_track_a,8,0.17816091954022986,0.16363636363636364,False
development/dev_track_a,9,0.13284132841328414,0.13523131672597866,True
development/dev_track_a,10,0.1340782122905028,0.1512027491408935,True
development/dev_track_a,11,0.17040358744394618,0.15821501014198786,True
development/dev_track_a,12,0.13390928725701942,0.1340782122905028,True
development/dev_track_a,13,0.17391304347826086,0.1276595744680851,True
development/dev_track_a,14,0.1366120218579235,0.1515892420537897,True
development/dev_track_a,15,0.18452380952380953,0.1423487544483986,False
development/dev_track_a,16,0.160427807486631,0.14012738853503184,True
development/dev_track_a,17,0.16935483870967746,0.14444444444444446,True
development/dev_track_a,18,0.1596244131455399,0.16143497757847533,False
development/dev_track_a,19,0.17297297297297298,0.18644067796610167,True
development/dev_track_a,20,0.1835443037974684,0.1695906432748538,True
development/dev_track_a,21,0.18823529411764708,0.14201183431952663,True
development/dev_track_a,22,0.16893732970027248,0.132013201320132,True
development/dev_track_a,23,0.13377926421404684,0.17333333333333334,False
development/dev_track_a,24,0.11049723756906077,0.15384615384615385,True
development/dev_track_a,25,0.1322314049586777,0.13229571984435798,True
development/dev_track_a,26,0.18095238095238098,0.16267942583732056,True
development/dev_track_a,27,0.1442622950819672,0.14835164835164835,False
development/dev_track_a,28,0.15841584158415842,0.134185303514377,True
development/dev_track_a,29,0.16597510373443983,0.12359550561797751,True
development/dev_track_a,30,0.13068181818181818,0.17297297297297298,True
development/dev_track_a,31,0.1511627906976744,0.1301775147928994,False
development/dev_track_a,32,0.08099688473520249,0.1581395348837209,False
development/dev_track_a,33,0.15158924205378974,0.16993464052287582,False
development/dev_track_a,34,0.1386138613861386,0.1475409836065574,True
development/dev_track_a,35,0.15,0.13953488372093023,True
development/dev_track_a,36,0.1075268817204301,0.11926605504587155,True
development/dev_track_a,37,0.15827338129496402,0.1680672268907563,False
development/dev_track_a,38,0.14814814814814817,0.1627906976744186,False
development/dev_track_a,39,0.15267175572519084,0.16027874564459932,False
development/dev_track_a,40,0.1453287197231834,0.1787709497206704,True
development/dev_track_a,41,0.16071428571428573,0.15976331360946747,True
development/dev_track_a,42,0.10796915167095117,0.12432432432432432,True
development/dev_track_a,43,0.17252396166134185,0.1589958158995816,True
development/dev_track_a,44,0.18604651162790697,0.17419354838709677,False
development/dev_track_a,45,0.15611814345991565,0.1651376146788991,False
development/dev_track_a,46,0.1328125,0.16304347826086957,False
development/dev_track_a,47,0.16964285714285715,0.12598425196850394,False
development/dev_track_a,48,0.16216216216216214,0.15204678362573099,False
development/dev_track_a,49,0.15000000000000002,0.13488372093023257,True
development/dev_track_a,50,0.11875000000000001,0.14814814814814814,True
development/dev_track_a,51,0.1685823754789272,0.14685314685314685,False
development/dev_track_a,52,0.20105820105820107,0.16835016835016833,True
development/dev_track_a,53,0.15873015873015872,0.12,False
development/dev_track_a,54,0.17142857142857143,0.16822429906542055,False
development/dev_track_a,55,0.1807909604519774,0.20064724919093851,False
development/dev_track_a,56,0.17266187050359713,0.15068493150684933,False
development/dev_track_a,57,0.14035087719298248,0.16,True
development/dev_track_a,58,0.14423076923076922,0.1724137931034483,True
development/dev_track_a,59,0.12145748987854252,0.14067278287461774,True
development/dev_track_a,60,0.13934426229508196,0.14057507987220447,False
development/dev_track_a,61,0.16309012875536483,0.16748768472906406,False
development/dev_track_a,62,0.1459227467811159,0.20238095238095238,False
development/dev_track_a,63,0.1291759465478842,0.14686825053995678,True
development/dev_track_a,64,0.18556701030927836,0.13680781758957655,True
development/dev_track_a,65,0.18061674008810574,0.15789473684210525,True
development/dev_track_a,66,0.1580547112462006,0.16045845272206302,False
development/dev_track_a,67,0.17164179104477612,0.16140350877192983,False
development/dev_track_a,68,0.16393442622950818,0.15277777777777776,False
development/dev_track_a,69,0.17424242424242423,0.14074074074074075,False
development/dev_track_a,70,0.16393442622950818,0.16167664670658685,True
development/dev_track_a,71,0.1309090909090909,0.17215189873417722,False
development/dev_track_a,72,0.1451104100946372,0.1754385964912281,True
development/dev_track_a,73,0.17021276595744683,0.1437125748502994,False
development/dev_track_a,74,0.16083916083916083,0.18110236220472442,True
development/dev_track_a,75,0.16582914572864324,0.1914191419141914,False
development/dev_track_a,76,0.15303430079155675,0.18289085545722714,True
development/dev_track_a,77,0.17741935483870966,0.18858560794044665,False
development/dev_track_a,78,0.14910025706940874,0.1810344827586207,False
development/dev_track_a,79,0.12371134020618557,0.12987012987012989,False
development/dev_track_a,80,0.17270194986072424,0.14320987654320988,False
development/dev_track_a,81,0.14035087719298248,0.18636363636363634,True
development/dev_track_a,82,0.15802469135802466,0.14754098360655737,True
development/dev_track_a,83,0.15555555555555553,0.1419068736141907,True
development/dev_track_a,84,0.15384615384615385,0.15282392026578073,True
development/dev_track_a,85,0.16393442622950818,0.16091954022988506,False
development/dev_track_a,86,0.18340611353711792,0.16988416988416988,False
development/dev_track_a,87,0.13836477987421383,0.17266187050359713,False
development/dev_track_a,88,0.14713896457765666,0.15384615384615385,True
development/dev_track_a,89,0.2039660056657224,0.19692307692307692,False
development/dev_track_a,90,0.22127659574468087,0.20491803278688522,True
development/dev_track_a,91,0.16494845360824742,0.17589576547231273,False
development/dev_track_a,92,0.18115942028985507,0.17567567567567569,False
development/dev_track_a,93,0.14583333333333334,0.15263157894736842,False
development/dev_track_a,94,0.1606425702811245,0.172106824925816,False
development/dev_track_a,95,0.15441176470588236,0.1373134328358209,True
development/dev_track_a,96,0.1794871794871795,0.1878453038674033,False
development/dev_track_a,97,0.15686274509803919,0.15859030837004406,True
development/dev_track_a,98,0.1693121693121693,0.14634146341463414,False
development/dev_track_a,99,0.1509433962264151,0.1647058823529412,True
development/dev_track_a,100,0.18120805369127518,0.14,True
development/dev_track_a,101,0.15789473684210525,0.16748768472906406,True
development/dev_track_a,102,0.18536585365853658,0.20000000000000004,False
development/dev_track_a,103,0.1596958174904943,0.13032581453634084,False
development/dev_track_a,104,0.18085106382978722,0.20069204152249134,True
development/dev_track_a,105,0.17021276595744683,0.14780600461893764,False
development/dev_track_a,106,0.14918414918414918,0.15254237288135594,False
development/dev_track_a,107,0.11214953271028039,0.12244897959183673,True
development/dev_track_a,108,0.16083916083916086,0.17777777777777778,False
development/dev_track_a,109,0.16873449131513646,0.16793893129770993,False
development/dev_track_a,110,0.14678899082568808,0.12371134020618557,True
development/dev_track_a,111,0.13095238095238096,0.18041237113402062,False
development/dev_track_a,112,0.2049469964664311,0.1935483870967742,False
development/dev_track_a,113,0.1837455830388693,0.18656716417910446,False
development/dev_track_a,114,0.19230769230769232,0.16806722689075632,True
development/dev_track_a,115,0.14869888475836432,0.12871287128712874,True
development/dev_track_a,116,0.14736842105263157,0.14177215189873418,False
development/dev_track_a,117,0.21359223300970875,0.17840375586854457,True
development/dev_track_a,118,0.17857142857142858,0.17777777777777776,False
development/dev_track_a,119,0.18478260869565216,0.15135135135135136,True
development/dev_track_a,120,0.17105263157894737,0.1642512077294686,True
development/dev_track_a,121,0.12154696132596685,0.1700404858299595,False
development/dev_track_a,122,0.1507537688442211,0.15730337078651688,True
development/dev_track_a,123,0.1947565543071161,0.1933085501858736,True
development/dev_track_a,124,0.15827338129496402,0.20183486238532108,True
development/dev_track_a,125,0.18374558303886923,0.11666666666666668,False
development/dev_track_a,126,0.127208480565371,0.14153846153846156,False
development/dev_track_a,127,0.14130434782608697,0.17123287671232879,False
development/dev_track_a,128,0.15176151761517614,0.1372549019607843,True
development/dev_track_a,129,0.14893617021276595,0.1596958174904943,False
development/dev_track_a,130,0.16666666666666666,0.13924050632911392,False
development/dev_track_a,131,0.16161616161616163,0.1533742331288344,True
development/dev_track_a,132,0.15217391304347827,0.18181818181818182,True
development/dev_track_a,133,0.20588235294117646,0.20512820512820515,True
development/dev_track_a,134,0.21782178217821782,0.16119402985074627,False
development/dev_track_a,135,0.1686746987951807,0.15217391304347827,True
development/dev_track_a,136,0.16,0.1485148514851485,False
development/dev_track_a,137,0.1638418079096045,0.16901408450704225,False
development/dev_track_a,138,0.12682926829268293,0.15658362989323846,True
development/dev_track_a,139,0.15141955835962145,0.19839142091152814,True
development/dev_track_a,140,0.16519174041297938,0.19254658385093168,False
development/dev_track_a,141,0.11214953271028039,0.19787985865724383,False
development/dev_track_a,142,0.16129032258064516,0.14482758620689656,False
development/dev_track_a,143,0.17621145374449337,0.17040358744394618,False
development/dev_track_a,144,0.14229249011857706,0.18085106382978722,True
development/dev_track_a,145,0.13720316622691295,0.13548387096774192,True
development/dev_track_a,146,0.08888888888888889,0.12121212121212122,False
development/dev_track_a,147,0.17877094972067037,0.15763546798029557,True
development/dev_track_a,148,0.1282798833819242,0.18691588785046728,False
development/dev_track_a,149,0.19379844961240308,0.17730496453900707,False
development/dev_track_a,150,0.14985590778097982,0.15384615384615383,True
development/dev_track_a,151,0.1349206349206349,0.12658227848101264,True
development/dev_track_a,152,0.13968253968253969,0.16666666666666669,True
development/dev_track_a,153,0.11857707509881422,0.15044247787610618,True
development/dev_track_a,154,0.16184971098265896,0.1498371335504886,True
development/dev_track_a,155,0.12500000000000003,0.18181818181818182,False
development/dev_track_a,156,0.22591362126245848,0.15873015873015872,True
development/dev_track_a,157,0.18285714285714286,0.19653179190751444,True
development/dev_track_a,158,0.1899441340782123,0.16666666666666666,False
development/dev_track_a,159,0.1509433962264151,0.15415821501014199,False
development/dev_track_a,160,0.10232558139534882,0.13966480446927376,True
development/dev_track_a,161,0.1553398058252427,0.17964071856287422,True
development/dev_track_a,162,0.1377049180327869,0.12363636363636366,False
development/dev_track_a,163,0.13270142180094785,0.10144927536231885,True
development/dev_track_a,164,0.16988416988416988,0.16030534351145037,True
development/dev_track_a,165,0.14845360824742268,0.1441860465116279,False
development/dev_track_a,166,0.14569536423841062,0.14985590778097985,False
development/dev_track_a,167,0.13765182186234817,0.13571428571428573,False
development/dev_track_a,168,0.17445482866043613,0.16231884057971013,True
development/dev_track_a,169,0.17898832684824903,0.18181818181818185,False
development/dev_track_a,170,0.14814814814814817,0.1524390243902439,True
development/dev_track_a,171,0.15019762845849802,0.19004524886877827,True
development/dev_track_a,172,0.17553191489361702,0.15261044176706826,False
development/dev_track_a,173,0.15339233038348082,0.1413427561837456,True
development/dev_track_a,174,0.12844036697247704,0.16788321167883213,False
development/dev_track_a,175,0.15023474178403753,0.13829787234042554,True
development/dev_track_a,176,0.17595307917888564,0.1710914454277286,True
development/dev_track_a,177,0.19534883720930232,0.19607843137254902,True
development/dev_track_a,178,0.11949685534591196,0.16120906801007556,True
development/dev_track_a,179,0.1660377358490566,0.1660377358490566,False
