split_id,row_index,bleurt_a,bleurt_b,label
development/dev_track_a,1,0.24475349485874176,0.20728006958961487,False
development/dev_track_a,2,0.30232810974121094,0.37211787700653076,True
development/dev_track_a,3,0.33075809478759766,0.2042819857597351,False
development/dev_track_a,4,0.3818058967590332,0.4092569351196289,False
development/dev_track_a,5,0.3759533166885376,0.34663599729537964,False
development/dev_track_a,6,0.3487691879272461,0.25693556666374207,False
development/dev_track_a,7,0.22863557934761047,0.3317602574825287,False
development/dev_track_a,8,0.31778380274772644,0.28175413608551025,False
development/dev_track_a,9,0.30210861563682556,0.26163730025291443,True
development/dev_track_a,10,0.32253310084342957,0.34725886583328247,True
development/dev_track_a,11,0.2967985272407532,0.2987307906150818,True
development/dev_track_a,12,0.2323906123638153,0.33395618200302124,True
development/dev_track_a,13,0.3856082558631897,0.3630319833755493,True
development/dev_track_a,14,0.33112096786499023,0.33947551250457764,True
development/dev_track_a,15,0.28158754110336304,0.31232771277427673,False
development/dev_track_a,16,0.3660476803779602,0.38124555349349976,True
development/dev_track_a,17,0.356148362159729,0.33024507761001587,True
development/dev_track_a,18,0.37492823600769043,0.37879204750061035,False
development/dev_track_a,19,0.36132553219795227,0.27442848682403564,True
development/dev_track_a,20,0.30203235149383545,0.342687726020813,True
development/dev_track_a,21,0.3511427044868469,0.37244510650634766,True
development/dev_track_a,22,0.33911800384521484,0.36924946308135986,True
development/dev_track_a,23,0.3288778066635132,0.37380272150039673,False
development/dev_track_a,24,0.3635712265968323,0.38651883602142334,True
development/dev_track_a,25,0.3009689450263977,0.31149303913116455,True
development/dev_track_a,26,0.2850422263145447,0.29705697298049927,True
development/dev_track_a,27,0.29305681586265564,0.21369579434394836,False
development/dev_track_a,28,0.19970189034938812,0.2976881265640259,True
development/dev_track_a,29,0.3741567134857178,0.36616796255111694,True
development/dev_track_a,30,0.3601588010787964,0.35636061429977417,True
development/dev_track_a,31,0.38649043440818787,0.36439943313598633,False
development/dev_track_a,32,0.0951082855463028,0.19154687225818634,False
development/dev_track_a,33,0.37826645374298096,0.3374103605747223,False
development/dev_track_a,34,0.34882014989852905,0.3732674717903137,True
development/dev_track_a,35,0.32528093457221985,0.36236757040023804,True
development/dev_track_a,36,0.2571462392807007,0.3362361192703247,True
development/dev_track_a,37,0.2273499071598053,0.3670061230659485,False
development/dev_track_a,38,0.29038184881210327,0.23294009268283844,False
development/dev_track_a,39,0.38659369945526123,0.35772064328193665,False
development/dev_track_a,40,0.32341763377189636,0.3639332056045532,True
development/dev_track_a,41,0.383039265871048,0.2317029982805252,True
development/dev_track_a,42,0.4139186143875122,0.3573167324066162,True
development/dev_track_a,43,0.32076120376586914,0.34576284885406494,True
development/dev_track_a,44,0.25861674547195435,0.29195553064346313,False
development/dev_track_a,45,0.26098865270614624,0.23842351138591766,False
development/dev_track_a,46,0.30614808201789856,0.3283100128173828,False
development/dev_track_a,47,0.3045642375946045,0.3597643971443176,False
development/dev_track_a,48,0.3467038869857788,0.2602933943271637,False
development/dev_track_a,49,0.3608645498752594,0.26023271679878235,True
development/dev_track_a,50,0.2964145839214325,0.28553980588912964,True
development/dev_track_a,51,0.31744086742401123,0.29286932945251465,False
development/dev_track_a,52,0.37714827060699463,0.29639798402786255,True
development/dev_track_a,53,0.3646804988384247,0.317710816860199,False
development/dev_track_a,54,0.311992883682251,0.3864389657974243,False
