split_id,row_index,gest_spectral_w2v_google_temporal_a,gest_spectral_w2v_google_temporal_b,label
development/dev_track_a,1,1.080128662251571,0.950860249119285,False
development/dev_track_a,2,1.1092241568389094,0.48855257194354446,True
development/dev_track_a,3,0.5562109257549032,0.2623232270074705,False
development/dev_track_a,4,0.8997209889561201,0.7999693124220078,False
development/dev_track_a,5,0.6229122819191729,0.3146290612334445,False
development/dev_track_a,6,0.5606214189018693,0.6251871268914967,False
development/dev_track_a,7,0.6259859839704233,1.294030665994276,False
development/dev_track_a,8,1.0619906370347476,0.5598232358495743,False
development/dev_track_a,9,0.2661064390343688,0.5653298965459798,True
development/dev_track_a,10,0.7161035483310512,0.6013528022611756,True
development/dev_track_a,11,1.0386567567217573,1.0265417677216802,True
development/dev_track_a,12,0.8642295485370993,0.21876136864845566,True
development/dev_track_a,13,0.8106647418349703,0.7953031986658974,True
development/dev_track_a,14,0.3861041914007016,0.4471234336446516,True
development/dev_track_a,15,0.7578798113674647,1.342984904501873,False
development/dev_track_a,16,0.4593118462231723,0.3693255287010745,True
development/dev_track_a,17,0.26484839373295443,0.5484575305551286,True
development/dev_track_a,18,0.9371494953921057,0.2876411874532176,False
development/dev_track_a,19,0.6761693745024591,0.7148158184268477,True
development/dev_track_a,20,0.9617571989196696,0.5488688448750955,True
development/dev_track_a,21,0.16951057957606797,0.2550359947276125,True
development/dev_track_a,22,0.6190999473429658,0.23283376059950597,True
development/dev_track_a,23,0.3430703787559541,0.4917411072704964,False
development/dev_track_a,24,1.0181437029203946,0.6662526757600062,True
development/dev_track_a,25,0.6435710504929844,1.179980485960206,True
development/dev_track_a,26,1.1764052659534134,0.67926314559303,True
development/dev_track_a,27,0.42819803115555743,0.6953987663153177,False
development/dev_track_a,28,1.369279506975965,0.8980135183625189,True
development/dev_track_a,29,0.7407746108088707,1.121517200630697,True
development/dev_track_a,30,0.9062105764718925,0.959591770779254,True
development/dev_track_a,31,1.2799125906301188,1.1314986706136423,False
development/dev_track_a,32,0.440947211031284,0.6112505681371428,False
development/dev_track_a,33,0.5875928462752362,0.8230044309472113,False
development/dev_track_a,34,0.9905158009153454,0.856297023868784,True
development/dev_track_a,35,0.44252720720552513,0.47240649805362356,True
development/dev_track_a,36,0.6774257056339048,1.276361112789076,True
development/dev_track_a,37,0.7312525542569724,0.6351008355671727,False
development/dev_track_a,38,0.5453193796221862,0.7713547723969693,False
development/dev_track_a,39,0.5909905448281237,0.8651472544721879,False
development/dev_track_a,40,0.88966907879346,0.07396075020022927,True
development/dev_track_a,41,0.587535152084467,0.5897642093267224,True
development/dev_track_a,42,0.31799645452342973,0.35875275084989483,True
development/dev_track_a,43,0.8670816584196213,0.8790301352370637,True
development/dev_track_a,44,0.7306206247260728,0.6700900684085321,False
development/dev_track_a,45,0.778593625300415,1.0335349264785845,False
development/dev_track_a,46,0.4035453217191597,0.21213587510922555,False
development/dev_track_a,47,0.9054189423700053,0.8795078534009226,False
development/dev_track_a,48,1.2681215270389796,0.7922967144966448,False
development/dev_track_a,49,1.331756839647052,0.4705645315302569,True
development/dev_track_a,50,0.4691716597743839,0.6878427103060991,True
development/dev_track_a,51,0.738656358267712,0.8738952218178967,False
development/dev_track_a,52,0.7628172503960632,0.44811482180078155,True
development/dev_track_a,53,0.19961836683012416,0.8817727445358923,False
development/dev_track_a,54,0.11919394850060386,0.2480620131070583,False
development/dev_track_a,55,0.823719810192181,0.5315546876933507,False
development/dev_track_a,56,0.44282101366378346,0.598592096808225,False
development/dev_track_a,57,0.6702374435744873,0.5692939240517968,True
development/dev_track_a,58,0.5848111676378829,0.2854236197449389,True
development/dev_track_a,59,0.21126921286109157,0.45761722239491803,True
development/dev_track_a,60,0.9828987429150667,1.0847432520681881,False
development/dev_track_a,61,0.9540848856461672,0.6393911770078655,False
development/dev_track_a,62,0.8107588348989949,0.5449468041256462,False
development/dev_track_a,63,0.6239780617181728,0.8915801804344243,True
development/dev_track_a,64,0.5485213288532013,0.32646167863221487,True
development/dev_track_a,65,0.6898063762950222,0.47080785874506914,True
development/dev_track_a,66,0.8198716085421005,0.7763247273400204,False
development/dev_track_a,67,0.34646678812896675,0.5813311370299156,False
development/dev_track_a,68,0.8920817698285509,0.5531517092046706,False
development/dev_track_a,69,0.6008509967749778,0.9801671272447622,False
development/dev_track_a,70,0.7353354098468852,0.6733784649617409,True
development/dev_track_a,71,0.7246122884331074,0.8804064334737961,False
development/dev_track_a,72,0.8467665403478896,0.7619008231908281,True
development/dev_track_a,73,0.40781399862533174,0.5264574527260928,False
development/dev_track_a,74,0.7219429836028922,0.7128131690358113,True
development/dev_track_a,75,0.8793087089118553,0.7137545813795173,False
development/dev_track_a,76,0.06772071488794024,0.06119090707474469,True
development/dev_track_a,77,0.08773779823475598,0.1277108749498369,False
development/dev_track_a,78,0.6557103244423861,0.6577536403073434,False
development/dev_track_a,79,0.8262256063635475,1.1284186810705954,False
development/dev_track_a,80,0.719970823430183,0.8055306687533906,False
development/dev_track_a,81,0.8379749302640509,0.7311734681419887,True
development/dev_track_a,82,0.7454237943091649,0.8430599077586761,True
development/dev_track_a,83,0.8069978054162745,0.8008604917169506,True
development/dev_track_a,84,0.3685299568749011,0.584359159834033,True
development/dev_track_a,85,1.230654354839922,0.61065433714617,False
development/dev_track_a,86,0.176160885170857,0.1840137851905355,False
development/dev_track_a,87,0.46018819618179624,0.45245004736846434,False
development/dev_track_a,88,0.5515529344180196,0.8590479909494567,True
development/dev_track_a,89,0.8183450728880752,0.8971789424931368,False
development/dev_track_a,90,0.9296676908171163,0.8808206764445693,True
development/dev_track_a,91,0.7344400793665737,0.8480279561478061,False
development/dev_track_a,92,0.5062481493372817,0.7247697350266266,False
development/dev_track_a,93,0.968141096934269,0.7265280977485723,False
development/dev_track_a,94,0.9403506679296398,1.1226812550976044,False
development/dev_track_a,95,0.6458789551898707,0.5925153870690454,True
development/dev_track_a,96,0.5158941041181624,0.45036889199301205,False
development/dev_track_a,97,0.7269065225633199,0.8573484368379068,True
development/dev_track_a,98,0.32261484776317223,0.5888130039808553,False
development/dev_track_a,99,1.1642178095574187,0.8220532674405081,True
development/dev_track_a,100,0.4611963910442992,0.44264802006233867,True
development/dev_track_a,101,0.5656121805684853,0.5458823474212395,True
development/dev_track_a,102,0.29724773135899946,0.4051864487130134,False
development/dev_track_a,103,0.708506741475965,0.8098834511799603,False
development/dev_track_a,104,0.675162358611805,0.7622738921727926,True
development/dev_track_a,105,0.6605854096755323,1.0885267063931277,False
development/dev_track_a,106,0.8513365722755889,0.6298620178945847,False
development/dev_track_a,107,0.7093200647182031,0.5352422825910199,True
development/dev_track_a,108,0.773995152171741,1.0274537105650712,False
development/dev_track_a,109,1.1954613285650237,0.866451806232706,False
development/dev_track_a,110,1.1183976324496525,0.9077066739193365,True
development/dev_track_a,111,0.6812640358241586,0.5880685276460093,False
development/dev_track_a,112,0.6550497566671745,0.7037725005289219,False
development/dev_track_a,113,0.8494814848973034,0.45955049030811157,False
development/dev_track_a,114,0.607528174219983,0.46154557289442855,True
development/dev_track_a,115,0.58182342166346,1.050914956434839,True
development/dev_track_a,116,0.5101475701611659,0.4473855974932396,False
development/dev_track_a,117,0.6634992574577832,0.3676583136631585,True
development/dev_track_a,118,0.7627721872661772,0.7098408087079426,False
development/dev_track_a,119,0.9892808542373515,0.9713408202635202,True
development/dev_track_a,120,1.0427858194195123,0.9886467552981965,True
development/dev_track_a,121,0.5718509707568784,0.5379069286237372,False
development/dev_track_a,122,0.8435030796211992,0.588342500405437,True
development/dev_track_a,123,0.31095013104007,0.904839028419194,True
development/dev_track_a,124,0.7994651767153224,0.5394866544717289,True
development/dev_track_a,125,0.6174756757648258,0.3914761239076619,False
development/dev_track_a,126,0.39748851706303967,0.1348062376267674,False
development/dev_track_a,127,0.3005621692500064,0.6535464795414919,False
development/dev_track_a,128,0.3257444314367096,0.41128157659681386,True
development/dev_track_a,129,0.581547470687957,0.8331298043129294,False
development/dev_track_a,130,0.4259820343942206,0.4521804361586488,False
development/dev_track_a,131,0.5628534592442956,0.42492773683588375,True
development/dev_track_a,132,0.43311945316387024,0.22497507170313016,True
development/dev_track_a,133,0.9319553584050331,0.8337277873346665,True
development/dev_track_a,134,0.9131443467385971,0.4488793312924552,False
development/dev_track_a,135,1.259055440499917,1.2847038631076886,True
development/dev_track_a,136,0.32419806417911856,0.3531548012002111,False
development/dev_track_a,137,1.1184556936827603,1.1040046570280335,False
development/dev_track_a,138,0.7696238756952775,0.7348360731350401,True
development/dev_track_a,139,0.567590649117945,0.3993840485158555,True
development/dev_track_a,140,1.3211354760791456,0.6547134442163417,False
development/dev_track_a,141,0.13108658261244857,0.4556263591882029,False
development/dev_track_a,142,0.2888031038839928,0.48647591246520994,False
development/dev_track_a,143,0.42811712074776337,0.9535749856611604,False
development/dev_track_a,144,0.22006380872767978,0.10577970357313189,True
development/dev_track_a,145,0.2887875130314815,0.426541471547048,True
development/dev_track_a,146,0.6420631275356551,0.5059975665562207,False
development/dev_track_a,147,0.4485797052954203,0.712751266641368,True
development/dev_track_a,148,0.24979431249256862,0.3041847796356433,False
development/dev_track_a,149,0.5124010632392606,0.574595864335764,False
development/dev_track_a,150,0.5040732329199179,0.5140967143853395,True
development/dev_track_a,151,1.0886869754136228,1.0474660515865737,True
development/dev_track_a,152,0.47366223155220455,0.8992270581278091,True
development/dev_track_a,153,1.151744000208257,0.14354438345931247,True
development/dev_track_a,154,0.8651466573601897,0.5049421560649728,True
development/dev_track_a,155,0.16148266961989194,0.33681472309861554,False
development/dev_track_a,156,0.4434532259498611,0.651098482028826,True
development/dev_track_a,157,0.32286922715256877,0.36524158635330317,True
development/dev_track_a,158,0.4945594969241715,0.5785838951118305,False
development/dev_track_a,159,0.8026187786628208,0.9612332505753814,False
development/dev_track_a,160,0.501705471582969,0.08931166863684518,True
development/dev_track_a,161,0.5170240864503617,0.29946764051847424,True
development/dev_track_a,162,0.08559216896371527,0.7197110912455923,False
development/dev_track_a,163,0.9026549014119238,0.8374097247899952,True
development/dev_track_a,164,1.2406417024494039,1.019897663638608,True
development/dev_track_a,165,0.9372569186264572,0.6076092453243205,False
development/dev_track_a,166,0.4254665644502439,0.5882802003823973,False
development/dev_track_a,167,0.7565760569353577,0.70504636132185,False
development/dev_track_a,168,0.709902362469495,0.8470367249662103,True
development/dev_track_a,169,0.7518758027422845,0.8520981491792778,False
development/dev_track_a,170,0.6021362523792241,1.1853182381617555,True
development/dev_track_a,171,0.4371464042295779,0.611957484713834,True
development/dev_track_a,172,0.9011248597968881,0.5640201592367194,False
development/dev_track_a,173,0.6911010365444191,0.7934894362169247,True
development/dev_track_a,174,0.7723362603778446,0.6570528079240268,False
development/dev_track_a,175,0.7969904988990574,0.6631241824998012,True
development/dev_track_a,176,0.8243646579884433,0.8041526913483605,True
development/dev_track_a,177,0.9476140603147657,1.152352642255116,True
development/dev_track_a,178,0.5345586417327733,0.30156526353266955,True
development/dev_track_a,179,0.8938592136156154,0.6536259870982398,False
development/dev_track_a,180,0.2730569677007047,0.7958633007446825,False
development/dev_track_a,181,0.897403988400651,0.9350780178289853,True
development/dev_track_a,182,0.8485125667035583,1.1516897633015866,True
development/dev_track_a,183,0.16063374495614935,0.26628430884190224,False
development/dev_track_a,184,0.6861319151184633,0.3213863359422922,False
development/dev_track_a,185,0.12775015440513468,0.21448867398789265,False
development/dev_track_a,186,0.770880311838371,0.8143304810698748,False
development/dev_track_a,187,0.3524945825094683,0.6797237049033892,True
development/dev_track_a,188,0.9325588999254395,0.7193819980804064,True
development/dev_track_a,189,0.24147723183792383,0.5637760495179376,False
development/dev_track_a,190,0.5513489924733269,0.6436076913752852,True
development/dev_track_a,191,0.696028661535567,0.7041339093633281,True
development/dev_track_a,192,0.8434909135826614,0.1856771332659107,True
development/dev_track_a,193,0.7627786276867026,1.103264950454729,True
development/dev_track_a,194,0.6153123399260457,0.7931922160604871,False
development/dev_track_a,195,1.3514653092200055,0.07450843789512722,True
development/dev_track_a,196,1.1215263201283465,0.8698636987292406,False
development/dev_track_a,197,0.41716670856818655,0.36399456247305595,True
development/dev_track_a,198,0.3409854988193803,0.47684075612989474,False
development/dev_track_a,199,0.767655890300755,0.520458429954895,False
development/dev_track_a,200,0.7441284448060644,0.6989626955043263,True
